sigma_rate,exp_b,beta
0.8566757,1.6873518,2.5120592
0.72776484,2.0755875,2.3583987
0.96592396,1.7042955,2.351534
0.87799954,2.0928297,2.392144
0.7769062,1.9472638,2.431754
0.7701365,1.8382295,2.4467392
0.8973129,1.8400036,2.4142287
0.7625946,2.0651696,2.4445927
0.85453707,1.7874542,2.496798
0.9366622,2.0678306,2.4588995
0.82159865,1.7533537,2.5265648
0.7149147,1.7451507,2.3320456
0.9254558,2.177412,2.3779018
0.8720917,1.7650715,2.430008
0.8213534,1.8178257,2.410374
0.7892882,1.909856,2.351304
0.76726896,1.8339947,2.4376051
0.84599406,1.681611,2.460976
0.80848897,1.9045583,2.3643389
0.8094827,1.8847967,2.4125412
0.84904665,2.0555854,2.4537675
0.7519034,1.9561658,2.5153916
0.7982126,2.0686593,2.316974
0.90398246,1.9264138,2.4497669
0.8706117,1.8746414,2.4384491
0.821955,1.9683067,2.4258902
0.89416075,2.0957646,2.4540596
0.808285,2.173347,2.501772
0.7711799,2.008131,2.498446
0.7049759,1.9996651,2.3904362
0.9014497,1.8375351,2.3932676
0.8733829,1.9881843,2.4040222
0.7278659,1.8434356,2.459225
0.79344964,1.8351108,2.515841
0.8720825,2.1408556,2.484449
0.8055354,1.6819587,2.4716947
0.75080025,1.7972012,2.4562075
0.8942908,1.7170284,2.4927819
0.9308466,1.9131467,2.3756907
0.7397665,2.068828,2.3416004
0.9289517,1.9428412,2.4743235
0.70290416,2.0613909,2.3800397
0.843174,1.8116179,2.5108068
0.78736514,2.0775576,2.426927
0.7768221,1.8116508,2.4450302
0.8534118,1.939247,2.4960458
0.87561846,2.015767,2.478653
0.81236905,1.6651533,2.4119194
0.73720473,1.820677,2.3705106
0.75129247,1.8512006,2.3889437
0.81977093,1.754365,2.5028665
0.96045244,1.8067287,2.4176135
0.7916184,1.8901664,2.3869536
1.0143799,2.0201027,2.4802809
0.9586517,1.9325008,2.5547168
0.7621589,2.0125856,2.4119844
0.95200896,1.796861,2.4392607
0.7961667,1.8190838,2.3421898
0.7826841,2.131751,2.364125
0.8181847,2.028186,2.431329
0.927298,2.0064874,2.43279
0.92693084,1.8259871,2.5257258
0.81800234,1.9246374,2.53101
0.85214025,1.8536961,2.4040916
0.82477343,2.1908658,2.4901357
0.8065488,1.8712186,2.408035
0.78497577,2.0534449,2.4626472
0.74649,1.7150204,2.381146
0.7494718,1.9110543,2.3197584
0.7672825,2.3916318,2.4371202
0.88202864,1.7525781,2.516547
0.7182728,2.08706,2.3253691
0.9097812,1.7878615,2.4484212
0.8790689,1.9454509,2.4415188
0.6962671,1.949703,2.311455
0.85079235,1.9515384,2.4315894
0.7962177,1.9439737,2.3008955
0.9222592,2.0660028,2.385353
0.79687595,1.7713372,2.4585786
0.82049555,2.0356839,2.3288953
0.83845925,1.7665483,2.5052404
0.86812204,1.848254,2.4496667
0.7484971,1.8314848,2.394343
0.8690178,1.865274,2.481983
0.77990043,1.956074,2.4312687
0.86854655,1.8421724,2.478796
0.74484426,2.015785,2.4143703
0.75652057,2.0260587,2.4531784
0.84428304,2.0639682,2.3693306
0.67517614,1.8059801,2.390696
1.0022199,1.9377334,2.4133139
0.7982723,2.0747774,2.4341161
0.80806935,1.8587708,2.4912252
0.8555746,1.9193866,2.3977733
0.7838346,1.971519,2.3665168
0.9087993,1.9504932,2.4262614
0.79067886,2.0083165,2.4462557
0.86278,1.9929466,2.4155946
0.6688498,2.0384977,2.3905292
0.86056936,1.8173296,2.4473164
0.888687,1.941223,2.399415
0.95896363,1.9568216,2.538551
0.8423193,1.6626606,2.4471886
0.87025166,2.0610309,2.6196938
0.85924697,1.8949269,2.4581244
0.85103863,1.9033641,2.4848359
0.81047344,1.953814,2.4417727
0.72640353,1.8657657,2.3540015
0.80719113,1.7598175,2.4772983
0.8647873,1.6423161,2.4219346
0.82574904,1.8470964,2.3915067
0.91398215,1.7689867,2.3841898
0.85193264,1.9810721,2.4473915
0.6367444,1.8059782,2.3332562
0.81317294,1.9707904,2.4140549
0.972023,2.0188015,2.513808
0.6392355,1.8824964,2.3417814
0.72015464,1.6100634,2.5383098
0.8342961,1.9222206,2.4696727
0.769763,1.889932,2.4425619
0.9154828,2.027441,2.4080558
0.95270234,1.9712919,2.4849498
0.8219755,1.8902922,2.4721582
0.7524918,1.7781775,2.4064848
0.90633124,2.0378797,2.4206965
0.858558,1.70258,2.50901
0.8057251,1.9814337,2.373817
0.89054203,1.9103552,2.3717046
0.8212537,1.901296,2.409384
0.8838326,1.9754211,2.4471104
0.9061441,1.7682463,2.484368
0.88037735,1.9645917,2.4401085
0.9436406,1.8753092,2.4715323
0.8941183,1.7531748,2.3544962
0.7369425,2.0003018,2.420238
0.72317135,2.052022,2.4405541
0.8289985,1.9504575,2.3525803
0.9302975,2.2208827,2.4414876
0.85469365,1.9756676,2.4274917
0.8793994,1.9859438,2.4624937
0.85793626,2.039289,2.4636428
0.87970346,1.7744095,2.4855628
0.7627214,1.8135452,2.4322374
0.74616355,1.9678843,2.3371642
0.83720106,2.0444446,2.4802988
0.9031014,1.9331031,2.4089122
0.6926458,1.9832863,2.2999413
0.8893304,1.6982962,2.541917
0.87836516,1.9062308,2.435818
0.7883264,1.8301086,2.4140053
0.7904557,1.9281095,2.410419
0.879114,1.9615282,2.4601567
0.68903315,2.0764484,2.3259718
0.90639156,1.7499083,2.424991
0.90175915,2.188568,2.4236312
0.8912405,1.833685,2.5171905
0.7815634,2.255228,2.3637526
1.0413356,2.1237998,2.3648648
0.85407203,1.7512175,2.4353657
0.8208957,1.9126829,2.4251246
0.94180685,2.017992,2.436051
0.9165253,2.0012283,2.4183207
0.7683822,1.8965793,2.3493958
0.89278567,2.0663352,2.3666232
0.8322581,1.7415719,2.4682014
0.79697555,1.8389382,2.5314736
0.7904662,1.8481467,2.3834407
0.6588461,1.8471843,2.3816
0.6909885,2.0043478,2.38356
0.8805802,1.8463085,2.4355083
0.7421916,1.9362429,2.5064292
0.85939,1.6869054,2.508959
0.897123,2.0863578,2.4028368
0.86891305,1.9547734,2.5255866
0.73730594,1.8388052,2.444788
0.7304349,1.8001966,2.333745
0.8852683,1.7800052,2.406114
0.85532796,1.833895,2.4138768
0.77801126,2.0415509,2.363674
0.63026035,1.7828894,2.3909912
0.8793934,1.8811946,2.4775434
0.92663455,2.0590568,2.4506235
0.9531995,2.049982,2.4371603
0.92731285,2.1325712,2.3957546
0.8367069,1.9945884,2.443868
0.7564533,1.7880025,2.4215844
0.7994363,1.8992599,2.4253378
0.8953447,1.9782487,2.480886
0.7939771,2.0898662,2.3845656
0.8093474,1.9727986,2.3774147
0.8912664,1.9461944,2.465465
0.86493415,2.0045228,2.432335
0.82318085,1.7762129,2.4739501
0.7943331,1.9205801,2.501691
0.8020242,1.7754048,2.3870218
0.7962136,1.9003966,2.3905168
1.0371473,1.8845072,2.4937482
0.78051627,1.7930934,2.4116092
0.8140488,1.5735177,2.541306
0.8180846,1.6833066,2.3694453
0.7828772,2.0878694,2.3456783
0.9024737,1.9874591,2.483457
0.9082831,1.902097,2.363805
0.7698005,1.9839172,2.3606238
1.0160127,1.8890105,2.4878738
0.67943144,2.1055999,2.3533926
0.75099,1.9088006,2.4328456
