sigma_rate,exp_b,beta
1.168235,1.7986178,2.3613188
1.1625003,1.6447614,2.3445957
1.1436605,1.7196593,2.4205234
1.1318325,1.6001132,2.2836633
1.1160111,1.7916843,2.33024
1.1841065,1.7863312,2.3132865
1.0910356,1.7390819,2.3752496
1.0555844,1.6314083,2.3800943
1.2203488,1.589739,2.3710144
1.1378299,1.8220491,2.254916
1.1464491,1.7368902,2.413794
1.0473409,1.8077058,2.4955475
1.2088617,1.7329919,2.4238162
1.1769515,1.6220886,2.3137004
1.1248215,1.725136,2.3482163
1.1132108,1.732321,2.3808758
1.2761048,1.5966635,2.2510347
1.1840653,1.7718784,2.3994222
1.1704209,1.5819192,2.345586
1.2083846,1.6843536,2.3164244
1.292938,1.7732296,2.2066984
1.3311654,1.5459225,2.3519335
1.1565957,1.6298072,2.362612
1.2746747,1.5952586,2.3241782
1.0796106,1.6347567,2.3938136
1.2231191,1.6082997,2.3501983
1.1530619,1.7897509,2.3002262
1.1772991,1.6276709,2.3122995
1.1142786,1.7006428,2.3924596
1.175139,1.5537411,2.3080554
1.1856555,1.6787596,2.3470683
1.0490403,1.6745256,2.4867926
1.2447344,1.643733,2.3443615
1.1965262,1.5424297,2.3260422
1.1438055,1.6429162,2.32554
1.1005565,1.8748145,2.3712268
1.2195864,1.6977581,2.4976225
1.1884135,1.7649829,2.3478565
1.0989785,1.7448075,2.3451552
1.2364508,1.7160127,2.2858794
1.1439552,1.6751405,2.4034913
1.1444265,1.7035838,2.494565
1.1503794,1.8137256,2.2868564
1.1308848,1.6506463,2.2727466
1.1052245,1.6209085,2.4429493
1.1996543,1.655247,2.3094716
1.1186986,1.734202,2.392008
1.1184593,1.6271634,2.4147708
1.2156945,1.7772758,2.2756035
1.3017449,1.6298803,2.3242679
1.1321164,1.6304065,2.3669946
1.1087413,1.6918027,2.4320445
1.1879089,1.7225893,2.350223
1.2143244,1.6415154,2.4340372
1.1755697,1.5227646,2.3317564
1.2335184,1.6796553,2.3648057
1.2322081,1.6993572,2.3371964
1.0494273,1.7926953,2.4197967
1.162439,1.6028285,2.2832577
1.1433331,1.7692822,2.350936
1.1304454,1.665578,2.3876476
1.1387044,1.7352352,2.2940884
1.2267165,1.7152944,2.2944827
1.288209,1.6424836,2.1623838
1.2676761,1.6393313,2.222443
1.1424711,1.650335,2.3501093
1.1471127,1.6549276,2.37068
1.1795584,1.6317334,2.2643223
1.175515,1.7611278,2.306294
1.1790195,1.4987712,2.3687177
1.0418072,1.9163425,2.342168
1.1522489,1.7523915,2.357591
1.1768625,1.7251537,2.3841832
1.1756786,1.6899815,2.3710096
1.2701669,1.6840256,2.3340673
1.2198906,1.660151,2.1598399
1.1215144,1.794451,2.3207452
1.2404368,1.6456301,2.380616
1.2059883,1.6935449,2.3061047
1.1573606,1.6506904,2.229043
1.1665362,1.6851524,2.3104136
1.1828597,1.6582364,2.3335447
1.1733313,1.8041117,2.350234
1.0924443,1.7048423,2.3545146
1.2101768,1.803529,2.3239868
1.1849078,1.5995338,2.3038173
1.0611261,1.7901759,2.3955047
1.19491,1.5608084,2.3600578
1.1113199,1.7300605,2.3732474
1.0541514,1.6792145,2.4288769
1.1410654,1.7809652,2.285646
1.1311178,1.8041208,2.3347774
1.1073874,1.6834029,2.4481065
1.2297417,1.7356274,2.287194
1.1319731,1.7032006,2.402604
1.2128966,1.6706175,2.2952602
1.1942334,1.6312584,2.2452855
1.1413835,1.7411236,2.2603662
1.1761656,1.7032653,2.3689578
1.1835735,1.5745806,2.3227859
1.0622954,1.5765541,2.3275805
1.2096728,1.6909786,2.3212688
1.1146331,1.7065341,2.4064212
1.1900247,1.6834153,2.2712831
1.2270007,1.5618187,2.4060662
1.1769844,1.7081276,2.3230417
1.1787068,1.6664579,2.4079094
1.1992471,1.6357176,2.3629537
1.1884011,1.6840876,2.2572968
1.149995,1.5231278,2.3682446
1.0933635,1.7606795,2.4719744
1.0416018,1.6587344,2.3931448
1.2088213,1.6909871,2.3219352
1.1930207,1.735523,2.3157356
1.2457911,1.5715469,2.2704613
1.0940902,1.7319065,2.4238434
1.2063711,1.5668557,2.2491417
1.1430216,1.5598319,2.2649043
1.206745,1.628556,2.3290691
1.202891,1.5474638,2.3817675
1.1514802,1.5858021,2.3672018
1.1671559,1.6514877,2.3575344
1.1300249,1.651073,2.4501152
1.1777557,1.8465614,2.3504376
1.2440772,1.8074707,2.287654
1.241304,1.77537,2.243605
1.2120817,1.49376,2.1754549
1.255727,1.686237,2.2729151
1.1870613,1.6761837,2.3048933
1.1566476,1.5995225,2.2280195
1.1894982,1.757179,2.297864
1.1183487,1.7813056,2.3456445
1.1750358,1.6935298,2.2879376
1.119032,1.7293284,2.344038
1.1165516,1.6135076,2.3388362
1.2019622,1.6092522,2.3319259
1.2423548,1.5046879,2.260242
1.0418772,1.7541542,2.433318
1.1818666,1.5323122,2.3721826
1.0861937,1.7200344,2.4032967
1.1214159,1.6228507,2.293055
1.1168449,1.8012601,2.300664
1.2291715,1.583634,2.4015722
1.1985307,1.7264653,2.308851
1.1943861,1.6399367,2.2522302
1.2964706,1.5969332,2.351956
1.2156808,1.7455226,2.413875
1.1336644,1.5951301,2.3335328
1.144532,1.6594704,2.4289277
1.1099528,1.8311405,2.3597908
1.1676085,1.6493465,2.440012
1.0884221,1.7397941,2.3100781
1.1912868,1.5145942,2.3215663
1.210732,1.6142491,2.423514
1.2158716,1.6637418,2.2510374
1.2814957,1.6622776,2.3454938
1.0939991,1.7058979,2.3406427
1.299475,1.6502651,2.2819538
1.1707109,1.4544485,2.3801525
1.1932973,1.71996,2.2616591
1.1421905,1.6398495,2.3322413
1.1492463,1.5466882,2.3874683
1.0931907,1.6333961,2.45144
1.2200286,1.4971572,2.4041421
1.1283301,1.831755,2.2497587
1.1903329,1.6290433,2.304829
1.110412,1.6995803,2.3003733
1.0933783,1.7240708,2.5162785
1.2245042,1.6303935,2.2208529
1.1668626,1.7558029,2.3656714
1.1406914,1.8208859,2.3512156
1.2226989,1.5549722,2.3752458
1.1887211,1.5549463,2.3555408
1.0508604,1.6608564,2.4069316
1.1836258,1.7017295,2.2774494
1.0954162,1.7554374,2.3734562
1.2054865,1.6964521,2.4264503
1.2553463,1.6100917,2.3185189
1.0542996,1.8376436,2.255377
1.2298357,1.438674,2.3276823
1.0854245,1.7098228,2.3353505
1.2520404,1.4461232,2.3605275
1.0570204,1.6865883,2.3742237
1.1372969,1.6555123,2.3769915
1.2688798,1.675227,2.3546164
1.1405421,1.6592063,2.4320743
1.059081,1.7841022,2.2698321
1.1604425,1.627897,2.3466482
1.1286746,1.6972721,2.3119342
1.204892,1.5985552,2.228691
1.2798816,1.6018124,2.3733914
1.2467443,1.5923196,2.3444927
1.0640877,1.7845463,2.3805478
1.209077,1.5245479,2.3777153
1.16794,1.7816445,2.343351
1.1797395,1.7561512,2.294404
1.2519634,1.6252165,2.4085524
1.2020683,1.6814908,2.3045976
1.0968387,1.6915444,2.3340185
1.1683712,1.68532,2.4434953
1.1872705,1.5908769,2.40491
1.0250174,1.6653676,2.4092314
1.1133614,1.7359675,2.265945
1.173042,1.6428003,2.3402138
1.1580112,1.7275858,2.3032916
1.2626287,1.6245018,2.3590374
1.103522,1.7319567,2.4193976
1.1313527,1.7270631,2.3032682
1.2780933,1.5905068,2.2243638
1.2069738,1.6396985,2.2391415
1.1318015,1.6976683,2.2726007
1.2290958,1.7469589,2.4063473
1.2568841,1.7244006,2.3037353
0.9479224,1.791078,2.4379253
1.0933818,1.6553009,2.4084363
1.2248504,1.6791687,2.3040345
1.400705,1.6705029,2.2542312
