sigma_rate,exp_b,beta
0.028980007,2.369573,3.0528522
0.046902735,2.5687025,3.035604
0.08877403,2.5917218,2.9934742
0.06666147,2.67215,2.9273236
0.06628958,2.4064882,2.9302666
0.011063651,2.4632852,2.9599988
-0.07616464,2.5452988,2.995352
0.0027203215,2.7287307,2.9859347
0.11652253,2.547418,2.8601847
0.02418312,2.5814884,2.9192016
0.017585838,2.436443,2.976348
-0.050512463,2.593728,3.0396264
-0.021088678,2.642216,2.9351273
0.0715673,2.6125586,2.9694347
0.059779897,2.6152773,2.9685416
0.053987104,2.6556933,3.0818183
-0.024065007,2.3420792,2.935825
0.017309168,2.7349422,2.9348516
0.117750995,2.4032128,2.8138084
0.009364355,2.4023602,2.937342
0.06473704,2.197722,2.9797726
0.019376509,2.6895096,3.1623037
-0.0037877196,2.5367386,2.994672
-0.026532788,2.6948895,2.96051
-0.0032900153,2.215961,2.8781579
0.016154217,2.7474205,2.894047
0.0143897785,2.3819165,2.8816977
-0.02232733,2.595338,2.8109467
0.045044582,2.5145206,2.8889248
-0.03802907,2.4233615,2.888523
0.060485438,2.6009154,3.0605106
0.044679787,2.549496,2.9078772
-0.0033679577,2.3179324,2.892443
-0.059970476,2.4053109,2.9271529
-0.0370351,2.303491,2.985462
0.03564967,2.5393772,2.9627402
0.06192822,2.3466263,3.0432293
0.012594302,2.4049501,2.867774
0.038235385,2.366238,2.9428627
0.028485652,2.5902061,3.127464
0.07064789,2.4581733,2.9676006
0.065514974,2.391453,2.9001863
-0.06979954,2.29951,2.8673518
0.044640552,2.3533974,2.919643
0.07768349,2.406149,2.9919834
0.033675417,2.499427,2.9899275
0.012224332,2.5416868,2.956388
0.05417451,2.787326,2.9494345
-0.036579136,2.266556,2.9248796
-0.02555668,2.4288983,2.950313
-0.03761488,2.6234045,2.9759707
-0.034464087,2.3577144,2.8314137
0.060604643,2.4505227,2.899386
0.013413315,2.5131273,2.9599767
0.029012801,2.4703078,3.0226989
-0.030440599,2.4690049,3.0256913
0.026905797,2.7030416,3.0284326
0.03450538,2.3000493,3.0046852
-0.01502262,2.3709698,3.1048777
0.045037653,2.2496138,2.9026365
-0.031341486,2.3941135,2.9353352
-0.039718043,2.4101932,3.0435379
-0.016231611,2.2133224,2.8348956
0.04551786,2.370597,3.0039406
0.08513069,2.276804,2.9355962
-0.053931616,2.4527586,2.937671
0.052388385,2.0659842,2.9806135
-0.012312231,2.3047054,2.9069316
0.077400334,2.2568834,2.7811925
0.044187415,2.3237927,2.9454064
0.0012863036,2.6928616,2.826919
0.054508075,2.31296,3.006101
0.06353148,2.3067033,2.979893
0.04764167,2.286223,2.9211938
-0.07373722,2.430382,3.01651
0.07169502,2.753801,3.0503595
0.059967875,2.6836822,3.1683707
-0.008489068,2.3543987,2.9337938
0.043787498,2.536069,2.9196057
0.039883878,2.4539056,3.0235193
-0.022096679,2.4531007,2.9929307
-0.034004286,2.5987847,2.99265
0.047832504,2.600211,2.9599488
0.019218251,2.6540165,2.9575639
-0.019178852,2.784018,2.9881117
0.012770634,2.4505868,2.8948581
0.045784917,2.6363828,2.9696474
-0.0061469832,2.2169898,2.934419
-0.03171081,2.7235792,3.0509698
-0.014456195,2.5177014,2.9750793
-0.045388274,2.665638,3.0252132
-0.025016114,2.5468974,2.998031
0.027718998,2.3626456,3.088028
0.027410293,2.4460394,2.8378527
0.046872903,2.3805072,2.9058135
0.025848873,2.4312227,2.9517038
-0.032457583,2.686899,3.0211377
0.035498425,2.2913938,2.9724622
-0.034478832,2.5590386,2.9056852
0.037574157,2.6215928,2.9405646
0.057468813,2.4751375,3.0199063
0.040746998,2.419843,3.0088437
-0.061332926,2.7374744,3.043832
0.08363834,2.4751816,2.8873425
-0.045772225,2.445367,3.0039399
-0.03983185,2.5535016,2.974945
0.0896611,2.61714,2.927328
0.02889358,2.4349031,2.979139
0.015060144,2.3562088,2.9539514
-0.08177857,2.6066523,3.0467064
-0.010783029,2.59086,2.8566597
0.08129205,2.4176898,2.971056
-0.025810353,2.5107396,2.8907964
-0.023414373,2.2250164,2.9509614
0.09281668,2.7631133,3.1859307
0.009157474,2.3095362,2.8820953
0.01617403,2.770074,2.969948
-0.015621205,2.684557,2.9547884
0.06498485,2.2688456,3.0438805
-0.028152,2.327819,3.04308
0.06953985,2.4577878,2.8398488
