sigma_rate,exp_a,exp_b,beta
0.3844687,-1.0334325,0.9598576,2.5226629
0.30448735,-0.98743784,0.7273633,2.5080862
0.36838952,-1.1030178,0.9676428,2.5907874
0.40018842,-1.102158,0.9127161,2.620078
0.3955462,-0.9842847,0.9024852,2.491426
0.2772981,-1.0163825,0.8359946,2.5103896
0.29088277,-0.9685443,1.0055768,2.3996654
0.30496746,-0.9730387,0.87930244,2.5497816
0.33047557,-1.0418519,0.86679417,2.718149
0.36479273,-1.0423775,0.8082817,2.5503263
0.31080428,-1.1010591,0.9927465,2.3997054
0.3218926,-1.0286833,0.9684452,2.6724825
0.3041781,-0.99149925,0.83072597,2.5694246
0.36519393,-1.0252035,0.8637144,2.5827405
0.35439137,-1.0525059,1.0106944,2.581336
0.31441703,-1.0176541,0.8948635,2.4624202
0.3709695,-1.0305208,0.90384763,2.5082679
0.27932328,-1.0039192,0.77211416,2.521353
0.3633296,-0.7483425,0.78749686,2.539938
0.2514382,-1.0934477,0.9666701,2.5508413
0.35316628,-1.0037737,0.8343204,2.477328
0.3988159,-1.1159536,0.58592093,2.3488522
0.30892053,-0.99085104,0.99860215,2.4867556
0.3839826,-1.1007738,0.68504214,2.3869672
0.3241063,-0.9074155,1.3394967,2.585305
0.29536608,-1.0167906,0.8192862,2.5806017
0.384004,-0.98690903,0.77337724,2.5509794
0.3072712,-1.1220924,0.8973746,2.493081
0.29503778,-1.047654,0.82516676,2.459963
0.3487421,-1.0059109,0.98920155,2.4586
0.29185846,-0.98881006,1.0461355,2.5285048
0.3193456,-1.0285263,0.89190847,2.5063438
0.3467755,-1.0005965,0.71211827,2.4660869
0.32302782,-1.0792354,1.0217068,2.5448873
0.38026553,-1.1784401,0.65031374,2.449806
0.36323157,-0.9374211,0.80476904,2.4093697
0.43518835,-0.9419589,0.8913988,2.5056243
0.31460014,-0.9603455,0.71986306,2.5027854
0.28001112,-1.0851868,0.81244034,2.4065986
0.39056745,-1.0258747,0.9802621,2.5595093
0.35978982,-0.971262,0.95954907,2.4492898
0.3043568,-1.061834,0.91509676,2.418736
0.3405218,-1.0383781,0.7322551,2.5293624
0.3026415,-1.0423616,0.8901644,2.5240097
0.3079363,-0.9082283,1.0159074,2.457644
0.23809063,-1.1211439,0.83493114,2.5067031
0.3731976,-1.1053618,0.92896926,2.4368355
0.32482496,-1.0009681,1.0203836,2.58031
0.25018755,-1.0937634,0.75974697,2.500999
0.32806522,-1.0694075,0.8930568,2.5584579
0.3192395,-1.1098034,0.79186964,2.504809
0.30321005,-1.0732212,0.8431112,2.5949702
0.27650043,-1.089469,0.9456079,2.5654616
0.35622135,-0.87708414,1.0008996,2.5310516
0.3371106,-1.0172583,1.0441498,2.5367565
0.3361906,-1.0012738,1.0075494,2.6935096
0.32084566,-1.1358129,0.98241013,2.5825748
0.2841719,-1.2101381,0.8646723,2.4343817
0.26695314,-1.0644431,0.91817945,2.5680299
0.38470727,-1.1098087,0.8697925,2.527435
0.33136207,-1.064247,0.64397794,2.5389693
0.32643557,-1.1168603,0.76518834,2.662918
0.38586038,-1.1042875,0.6514457,2.521242
0.3024235,-1.0215678,0.5959041,2.5123346
0.2726127,-1.0695539,0.6649799,2.5215824
0.32754982,-0.9208064,1.067902,2.537458
0.37554565,-1.0626888,0.79985726,2.5195737
0.2928174,-0.9871519,0.84938216,2.5575452
0.32806656,-0.97586083,0.9948267,2.4856946
0.27468953,-1.1056529,0.7887263,2.5640316
0.33860865,-0.9207732,0.93684286,2.5405004
0.25661266,-1.0657172,0.9427263,2.6231637
0.3544678,-1.0318956,0.79093677,2.477267
0.36470482,-1.1000084,0.6319543,2.6175938
0.28031388,-0.90759087,1.0009254,2.4829578
0.24925423,-1.0186416,0.7401415,2.6046176
0.26736176,-1.0590136,0.9512167,2.5559113
0.32040027,-0.9289643,1.0710608,2.6767592
0.336537,-0.9497728,0.9800414,2.628988
0.3372649,-0.9288124,0.75287706,2.3991044
0.28308392,-1.0239148,0.80414414,2.6720192
0.3797971,-0.97810644,0.87717164,2.633238
0.34575608,-1.0906637,0.6907909,2.5646691
0.28291237,-1.0927408,0.8525509,2.5365605
0.2800895,-1.1098373,0.8941054,2.598764
0.25542453,-1.1039492,0.8524602,2.5530438
0.40165004,-0.99456763,0.8547375,2.532211
0.2886482,-1.0827931,0.8486282,2.65558
0.38290465,-0.95864993,1.0164119,2.4546685
0.30056173,-0.84257734,1.0321594,2.6298583
0.31944266,-1.0278349,0.8329428,2.4919124
0.38824856,-0.99316335,0.7542342,2.3821948
0.3549821,-0.87152696,0.7655963,2.4982672
0.33674532,-1.0447785,0.71111387,2.4016383
0.318941,-0.9298902,1.1441488,2.4498067
0.33358726,-1.0503277,0.8174902,2.4850852
0.31219223,-1.0791223,0.86082196,2.389848
0.27072683,-1.1190982,0.9456407,2.4559965
0.31732044,-1.1234717,0.96978754,2.569876
0.3235378,-1.0200958,0.7180425,2.473397
0.26731613,-0.95955694,0.8810223,2.6652944
0.38280338,-1.047857,0.9027531,2.5797362
0.20508201,-0.99321014,0.9481651,2.6920743
0.27946836,-1.0469999,1.0835822,2.5767896
0.3648977,-0.99416864,1.0240897,2.5022662
0.2734654,-0.9883693,0.7990071,2.7059734
0.3166007,-1.0723335,0.8903869,2.423533
0.24427857,-1.0250432,1.0812211,2.5146496
0.3263285,-1.0206242,0.7983972,2.6411371
0.36062175,-0.98680633,0.99208426,2.539178
0.26810732,-1.1112556,0.7252997,2.404008
0.33082998,-1.0332896,0.7874895,2.5884407
0.32987702,-1.1002642,0.8192275,2.5553243
0.2839748,-1.0351323,0.8371822,2.625909
0.32138613,-1.0984449,0.7156794,2.4911819
0.35530603,-0.993324,1.0305876,2.5277166
0.27350336,-1.1517051,0.88191396,2.5103924
0.31895947,-1.1211863,0.7822756,2.5886643
0.35120362,-1.029627,1.0172278,2.5702248
0.28208783,-1.123006,0.5959815,2.5711768
0.35957617,-1.0518233,0.9201607,2.4982061
0.29437602,-1.0725839,1.0929704,2.5402908
0.39797747,-1.0440775,0.89099973,2.4854295
0.3184965,-1.0600215,0.96392405,2.361493
0.2495614,-1.0914918,1.0570216,2.5668383
0.30073377,-1.0196077,0.75329405,2.411615
0.30431005,-1.028233,0.9160564,2.4864762
0.30152485,-1.137775,0.87993467,2.3327105
0.34987524,-1.1527376,0.79614395,2.6693082
0.35246855,-1.041037,0.902887,2.5042865
0.3678115,-1.0305948,0.95879984,2.4527829
0.28853598,-1.1802981,0.66246843,2.4231899
0.3416772,-0.99001235,0.95033616,2.5023794
0.36867052,-0.9822263,0.65838236,2.5450041
0.29702604,-1.0281366,0.8997014,2.469235
0.3088917,-1.0715476,0.7631172,2.5593696
0.31596476,-1.1163654,0.8053554,2.5430224
0.27686113,-1.0763716,0.8065678,2.462231
0.32552388,-0.97369754,0.95099986,2.640837
0.3197345,-1.0863241,0.8304663,2.4531703
0.33521423,-1.1213622,0.7854736,2.5575762
0.3016605,-1.0385414,0.6924422,2.4682236
0.26150924,-1.1280069,1.0535749,2.5455785
0.29426265,-0.9588859,0.8429929,2.5366669
0.29815888,-0.9560523,0.92316496,2.5999818
0.32203946,-1.0224494,0.73958355,2.5230591
0.37706745,-1.0419773,0.9327712,2.5112135
0.30204543,-1.0431669,0.8281627,2.3762429
0.33269754,-1.0622913,1.068094,2.5619411
0.38800928,-0.9604018,0.9020897,2.4956684
0.353784,-1.0074545,0.9018841,2.4892309
0.26549453,-1.0102122,0.7322657,2.675491
0.374095,-0.9759064,0.84148926,2.6369908
0.30310693,-1.0936911,0.85149056,2.695702
0.31031027,-0.9938909,1.0726845,2.4716237
0.32202673,-1.0415899,0.79898083,2.4864278
0.32634357,-1.0867654,0.86830395,2.3965528
0.32692957,-1.0806817,0.9577078,2.529457
0.3298743,-1.0242344,0.70175874,2.5082126
0.26985505,-1.0532341,0.859954,2.5140464
0.3846815,-1.0082762,0.7077218,2.558916
0.31358716,-1.0166214,0.7138728,2.6037288
0.28832155,-1.0838761,0.89492846,2.4798753
0.31781995,-1.0370822,0.8439286,2.6914895
0.25763908,-0.9528809,0.94069743,2.5030494
0.3010558,-0.96398985,0.8235502,2.5678568
0.34927914,-1.056522,0.70414513,2.4541485
0.31991512,-1.087148,0.8125882,2.5818903
0.38583007,-0.9499379,0.78906494,2.4822824
0.27601114,-1.1376896,0.67497075,2.5378509
0.31918836,-1.0109873,0.9608263,2.5790105
0.3504624,-1.0921705,0.9343985,2.5010085
0.30933443,-1.1341891,0.8536594,2.5194812
0.34207687,-1.0630225,0.87051696,2.46474
0.3389196,-0.93348366,0.8060286,2.3788774
0.26619592,-1.1126,0.9113108,2.5702407
0.35464206,-1.0253673,0.89758843,2.4436314
0.34115738,-0.9029912,0.9663518,2.6139023
0.3101868,-0.9960381,0.66842914,2.4541204
0.28552455,-1.0425128,0.9258601,2.6223862
0.31909403,-1.0452033,1.0545894,2.5119317
0.32680798,-1.0533185,0.9073657,2.5095048
0.29029447,-0.9672084,0.7479662,2.6016922
0.37001806,-1.0502005,0.7253083,2.5419116
0.31597313,-1.0717869,0.84567815,2.5292947
0.29960486,-1.0858583,0.88507396,2.5228763
0.28834695,-0.9355007,0.8934842,2.573534
0.2859069,-1.0127069,0.810872,2.4533236
0.33628815,-1.0173658,0.8448371,2.492625
0.34804648,-1.0578362,0.93617654,2.6119165
0.28466398,-1.0170516,1.3038609,2.6868305
0.31022325,-1.1536076,0.77815866,2.5470023
0.30470666,-1.1214756,0.8436717,2.4346642
0.3025558,-1.1594456,0.77223116,2.6318166
0.36696815,-1.085457,0.95366585,2.4944677
0.3835213,-0.9652402,0.9736774,2.5983038
0.2803934,-1.1656101,0.79842466,2.5360858
0.30959707,-1.0899386,0.8292376,2.4526794
0.24522781,-1.0905043,1.0047659,2.6024709
0.28964967,-0.9449613,0.9239826,2.6443026
0.25818682,-0.972281,0.82923144,2.4221878
0.31929502,-0.90179384,0.7004803,2.4934702
0.32892275,-1.0509374,0.8264842,2.6637673
0.34401095,-1.0517234,0.7290232,2.5124547
0.3071726,-1.0423654,1.0423642,2.515141
0.31888604,-0.9814325,0.9620239,2.4558432
0.2226249,-1.0406039,0.8851117,2.5577428
0.3858176,-1.008968,1.0628482,2.5114872
0.37899747,-1.0740188,1.0957235,2.5920546
0.41311568,-0.93375367,0.9271773,2.531106
0.36288825,-0.9192892,1.0632813,2.6743047
0.34422165,-1.0687685,1.0952027,2.5586329
0.3560627,-1.1472319,0.57256234,2.465888
0.3794704,-1.1203417,0.8733344,2.5000274
0.3418564,-1.0594049,0.8868169,2.5638745
0.32244596,-1.0525484,0.9337158,2.501671
0.3381027,-0.8685221,0.941104,2.5953329
0.3468835,-1.0505352,0.86793023,2.367941
0.2986344,-0.97195125,0.63933986,2.5761797
0.3616305,-0.77656305,1.1474075,2.582955
0.3142599,-1.1071769,0.8828381,2.4623463
0.31101274,-1.2078881,0.9702182,2.4220989
0.2554617,-1.1312118,0.7890438,2.613825
0.31423196,-0.9991376,0.9660146,2.703652
0.2859487,-1.0305156,0.9583964,2.5985358
0.32960564,-0.96637475,0.6483005,2.6971378
0.24994098,-1.0562708,0.7138901,2.480153
0.19989525,-1.0055938,0.78604645,2.6012087
0.35491115,-0.98522824,0.61950207,2.5457907
0.2880391,-1.0383581,1.0529251,2.561627
0.32488889,-1.1537812,0.764081,2.4378133
0.30740625,-1.0436416,0.8154378,2.3916733
0.3105573,-0.9355379,0.735378,2.5279984
0.3193853,-1.0760776,0.99090254,2.5381048
0.31619123,-1.0718149,0.9664918,2.533896
0.2729062,-1.0889685,0.93676066,2.4203
0.3407644,-0.9325085,0.92721015,2.5289285
0.26342618,-1.0647501,0.873246,2.5966976
0.386015,-1.169767,0.76545775,2.605652
0.35845983,-1.1121027,0.92399937,2.3848057
0.2912778,-1.0046012,0.91981065,2.507554
0.39466,-0.9587233,0.9479734,2.5543733
0.347683,-1.1099299,1.0965176,2.4675314
0.39669314,-0.8170287,0.9818985,2.6383483
0.30888987,-1.011249,0.8766117,2.4243944
0.33344388,-0.9294667,0.99807775,2.4852698
0.3488738,-1.0771139,0.84207714,2.4293616
0.3413478,-0.91028136,0.7724439,2.5937326
0.41301084,-1.13058,0.9423896,2.5306892
0.34482947,-1.1090338,0.7738606,2.3893738
0.33931112,-0.9944525,0.89493495,2.451125
0.35950634,-1.0402919,0.77352846,2.4680877
0.34321523,-0.91916615,0.89976037,2.5981228
0.35322574,-0.98809016,0.65366244,2.4997609
0.31779274,-0.96055233,1.0188289,2.5392556
0.36241928,-0.9282442,0.9670399,2.4716287
0.34800026,-1.035745,0.8977277,2.4934251
0.33458972,-1.0484214,0.87813556,2.534777
0.32016644,-1.1003854,0.78369737,2.5601082
0.3424039,-1.0780214,0.94165903,2.5262637
0.34201363,-1.0560648,0.8144438,2.6093273
0.401609,-1.0219558,0.53137314,2.3450308
0.29227364,-0.94735324,0.66098195,2.6227467
0.3423746,-0.9777908,0.8854627,2.6453931
0.37783659,-1.0851749,0.72111297,2.4293363
0.3212652,-1.0547376,0.9208704,2.4538102
0.30814043,-1.0305672,1.0014336,2.4379237
0.37682882,-0.9180989,1.1163714,2.715786
0.2919963,-1.2043341,0.7798872,2.5519466
0.3306238,-1.1128182,0.81047463,2.3986156
0.30669585,-1.0883867,0.8884795,2.5859659
0.37225658,-1.0754681,0.88037884,2.42666
0.30354995,-1.0150354,0.9167586,2.4843187
0.33632073,-1.0338112,0.6451657,2.6983674
0.2811425,-1.0530795,0.74590194,2.5885725
0.32378057,-1.1080759,0.82164204,2.471088
0.320989,-0.9738701,0.9890653,2.2798624
0.38212556,-1.0658512,0.82477087,2.6315064
0.25986502,-1.0360602,0.96056294,2.6262789
0.31756306,-0.95245117,0.98667365,2.6307507
0.38307178,-1.0178846,0.780887,2.5050297
0.35723817,-0.9095315,0.8122365,2.5709815
0.32562265,-1.0761942,0.9033889,2.5469499
0.26061267,-1.0228602,1.0334549,2.4794722
0.35774535,-0.9465809,0.837262,2.6137083
0.3440483,-1.0531869,0.80633056,2.423941
0.3410956,-1.0252155,0.8841226,2.52789
0.26073614,-1.0295353,0.9678931,2.5860393
0.31197312,-1.1664555,0.71267116,2.4975564
0.21565966,-1.0156989,1.0877503,2.563172
0.3350465,-0.952126,0.9298798,2.5276365
0.34413803,-0.99341065,0.63987434,2.5977752
0.30256748,-1.0513567,0.8928186,2.5941932
0.33366564,-1.0726919,0.8356775,2.4738836
0.32545924,-1.0137715,0.74011785,2.5584095
0.3280339,-0.92101413,0.68451226,2.3991718
0.2829514,-1.0167215,0.9408091,2.607916
0.32124826,-0.98540574,0.7291563,2.4353185
0.35315663,-1.0779626,0.80889416,2.5884929
0.30801693,-1.1994082,0.7115643,2.4437048
0.3529193,-1.1220706,0.97816294,2.387024
0.26539412,-1.0836067,0.88854516,2.3888838
0.29673097,-0.970135,0.8710104,2.4553251
0.305062,-1.025474,1.0399519,2.5589402
0.37358347,-0.8934797,0.77326965,2.4808187
0.3695925,-1.0025647,1.0783491,2.53092
0.2380372,-1.0563943,0.6481372,2.7183049
0.36798117,-1.0539407,0.74518496,2.4365642
0.36741707,-1.0460413,0.89433306,2.6298718
0.34133974,-0.90432346,0.9538544,2.5093117
0.3599203,-0.96482193,1.0486029,2.542305
0.2873102,-1.0566962,1.1298509,2.4116359
0.3433827,-1.1015592,0.8164515,2.389074
0.31492928,-0.90788347,0.8545272,2.6601148
0.3325901,-0.9523417,0.80055207,2.5853496
0.3234822,-1.0179429,0.6141035,2.4438813
0.373928,-1.0339963,0.6111598,2.416507
0.30085877,-1.0849634,0.8443117,2.5495536
0.29959336,-0.9615809,1.1169604,2.5117884
0.27690563,-1.0749495,0.72628164,2.4541655
0.3185589,-1.094505,0.86543727,2.4572213
0.34446728,-1.0441617,0.83114517,2.5149398
0.30011678,-1.1038271,0.8017052,2.5680609
0.33131373,-1.040356,0.9371373,2.5882874
0.3520993,-1.1314322,1.0439966,2.4810665
0.2616801,-1.051162,0.7046274,2.5657845
0.29597518,-1.0613272,1.002229,2.6629486
0.34616658,-1.0895901,0.8742526,2.3574512
0.27028954,-1.1724268,0.79336953,2.5895343
0.280534,-1.1735603,0.8623923,2.5174408
0.3574024,-1.0807939,0.82282406,2.5488462
0.36430538,-1.0379747,0.8385021,2.6082652
0.35387173,-1.0611559,0.8034041,2.483048
0.35125753,-0.9723384,0.90436107,2.4489853
0.28662825,-1.0451229,0.99145806,2.4496968
0.30031398,-1.1257561,0.7401723,2.5220752
0.3121228,-1.0045851,0.98964256,2.5762646
0.34516865,-0.89941585,1.1381339,2.6746774
0.34414768,-1.1054605,0.70240194,2.5128746
0.34330934,-1.1454936,0.9682661,2.4744637
0.35347652,-0.9682535,0.92315525,2.438828
0.36298522,-1.0545201,0.84088194,2.4682078
0.34248292,-0.99116594,0.74682784,2.7089791
0.3448303,-0.96686685,1.0584141,2.6204233
0.3013762,-1.0577322,0.8259935,2.5884736
0.29833347,-0.9370527,0.8481526,2.6494074
0.3527751,-1.0522157,0.68612677,2.4811256
0.3581665,-1.0858793,1.104703,2.3557425
0.32006633,-1.0527041,1.0388925,2.5812535
0.28416932,-1.0811219,0.72159934,2.5028021
0.33015352,-0.99678904,0.7048766,2.7365403
0.3662238,-0.98449093,0.9086358,2.5434654
0.31397596,-1.0218403,0.926784,2.5187624
0.2913959,-1.1270944,0.8060822,2.4895043
0.28468335,-1.1402482,0.88795453,2.6170447
0.3310294,-1.0524604,0.83706963,2.5529714
0.29924637,-1.0888569,1.0135684,2.6379797
0.27385497,-1.08993,0.9884188,2.6878662
0.32835883,-1.1234094,0.72824913,2.568968
0.35896152,-1.1266164,0.90109915,2.3929899
0.3188153,-0.91212,1.0336053,2.3565242
0.2915607,-0.9872647,1.0424573,2.5772429
0.2688579,-1.0572672,1.0410899,2.546812
0.29909942,-0.98836225,0.988273,2.5762877
0.296367,-1.0690429,0.98997045,2.5501056
0.3507835,-1.0634481,0.8676951,2.5195677
0.29012597,-1.1376392,1.016085,2.3633401
0.3186715,-0.9816454,1.0786843,2.6543384
0.28818458,-1.1982049,0.69545496,2.5286632
0.35306635,-1.1750883,0.75391644,2.5923629
0.35075626,-0.9849806,0.8324285,2.6533253
0.30814254,-1.1250875,0.62473375,2.4510522
0.29089713,-1.0801932,0.75307304,2.5334797
0.31586385,-0.9430268,0.80925506,2.474756
0.27000868,-1.0241611,0.90906656,2.5184202
0.26691285,-0.9792534,0.8367669,2.507118
0.25703225,-1.128775,0.65234464,2.4671826
0.3271955,-1.0279006,0.7117156,2.6699216
0.33359018,-0.9408933,0.8706972,2.4652972
0.28657597,-1.041649,0.80949146,2.5909472
0.38020813,-1.1016055,1.0522441,2.5583913
0.35197923,-0.9607697,1.1535709,2.5083802
0.33908647,-1.0099182,0.8293095,2.4168937
0.3061379,-0.9114827,0.8986684,2.6164374
0.3157481,-1.0725952,0.8379816,2.323551
0.2725767,-1.0670301,0.9095365,2.5288162
0.30817693,-0.94296974,0.89424556,2.5206704
0.36807832,-1.0854663,0.9668422,2.4938135
0.3128679,-1.0672324,0.7519522,2.4917183
0.30904174,-1.1230937,0.8463516,2.5377834
0.37037262,-1.0568767,0.9204837,2.5646706
0.3293865,-0.94384587,0.9487783,2.5450726
0.2801215,-1.1352648,0.9147771,2.4122982
0.31336793,-1.0453204,0.9650166,2.5734289
0.4222691,-0.90962034,0.84345937,2.6265426
0.3173215,-0.93689334,0.9060294,2.630813
0.35173965,-0.9531657,1.1126018,2.5279782
0.31160426,-1.0650196,0.94983757,2.4591453
0.34377143,-1.0050175,0.9900654,2.6668305
0.27820832,-1.1130841,0.8065331,2.6218863
0.38783437,-1.0135553,0.66222376,2.501896
0.3146614,-1.0706592,0.910243,2.671108
0.32451317,-0.98937815,0.77557826,2.5129063
0.34052426,-1.0503561,0.8914648,2.5048428
0.25094214,-1.0573186,0.88694966,2.4963143
0.33952296,-1.0869913,0.9424473,2.384807
0.2887302,-1.089733,0.8121029,2.5873652
0.3709831,-1.0210553,0.89489937,2.5329564
0.33790684,-1.0083541,1.0026911,2.4780262
0.32666555,-1.124857,0.7002673,2.4670935
0.32466462,-1.0652728,0.87680393,2.5426648
0.35172886,-1.0784751,0.8850295,2.505267
0.2752046,-1.103969,1.117764,2.4402416
0.3262628,-1.0862495,0.62448037,2.6988244
0.33635163,-1.1459205,0.8413501,2.594888
0.33993044,-0.98765326,0.9667493,2.4580903
0.28430083,-0.92582214,0.90102494,2.5242033
0.22150639,-1.1348128,0.95227724,2.3755822
0.3793488,-1.0680379,0.796574,2.7099104
0.35878778,-0.9949898,0.9489075,2.421504
0.34785762,-1.0260022,0.64614767,2.6835933
0.3637843,-1.0146327,0.9015354,2.6624782
0.30495706,-1.0644815,0.857303,2.449823
0.29453635,-1.0993181,0.83965874,2.5405772
0.3616942,-1.1217518,0.9455647,2.4852276
0.2794055,-0.97221774,0.9859805,2.5401926
0.33036986,-1.0603884,0.75676554,2.4547603
0.27651727,-0.95243627,0.83968925,2.5968235
0.3481406,-1.0882188,0.91933405,2.3515537
0.2934568,-1.0790706,0.94559383,2.4847338
0.3279407,-0.89871436,0.98037267,2.5595005
0.37276822,-0.98747975,0.84104466,2.4865522
0.3626904,-1.10931,0.8542103,2.4242907
0.373962,-1.0989177,0.9341857,2.5802898
0.3123661,-1.0469197,0.8738491,2.5973582
0.32589713,-1.0326376,0.95577127,2.5847487
