sigma_rate,exp_b,beta
-0.053880937,2.642268,2.8052511
-0.071383506,2.8613315,2.995221
-0.0071253385,2.5205193,2.9580545
-0.0037334021,2.5746024,2.893733
-0.03730907,2.7004683,2.7950382
-0.08694204,2.5344718,2.7665174
-0.0029073395,2.708357,2.9355967
-0.005346693,2.7730832,2.98599
-0.044940706,2.6542978,2.9415808
-0.026510594,2.7144976,3.0918746
0.008592082,2.9161308,3.005957
-0.05689396,2.4089324,2.8385413
-0.048620474,2.5788445,2.928822
0.009082677,2.9088478,2.949268
-0.033377994,2.7118597,2.9212613
-0.060351625,2.5025344,2.9118023
-0.06270521,2.6560307,2.8488743
-0.065012135,2.5820086,2.8754218
0.026381837,2.7112412,2.9262288
-0.063285224,2.3922317,2.968713
-0.017587071,2.842242,2.9893355
-0.037538,2.7327921,2.9271607
0.036524914,2.7191246,2.8697233
0.04843013,2.4664085,2.954999
0.056091726,2.5080807,2.8987405
-0.014412092,2.610345,3.0038264
-0.017591722,2.560913,2.97011
-0.051461548,2.6896038,2.92946
-0.0105534,2.6941476,2.9561872
-0.0351568,2.5137339,3.0009255
-0.017280404,2.8061626,3.0233922
-0.062853664,2.8107886,2.877235
-0.018763188,2.817157,2.922222
-0.072688945,2.5388436,2.9313645
-0.016628355,2.7142847,2.8439047
0.05932132,2.7672005,2.958763
-0.016818896,2.4769192,2.7889824
0.0028189141,2.8755429,2.903035
0.05506269,2.9842107,2.9333467
0.0032556448,2.99882,2.995017
-0.065228894,2.5692992,2.8846655
0.013478911,2.8192322,2.9633458
-0.10303853,2.5097604,2.90486
-0.047465082,2.8414865,2.985196
-0.01922454,2.5309823,2.8757765
-0.10118617,2.4985373,2.9503748
-0.012082785,2.6761255,2.992115
-0.026178597,2.4764953,2.9142206
-0.03812271,2.5184615,2.8648586
-0.040412366,2.4999628,2.9978428
-0.0952694,2.646465,2.9830964
0.0039881486,2.8712914,3.0524452
0.019213965,2.777115,2.909259
0.0123114195,2.6123514,2.875477
-0.08092398,2.6361697,2.8715773
-0.06199281,2.530402,2.958795
-0.01909481,2.4278154,2.98159
0.056472532,2.7289882,2.991118
-0.117245585,2.7252262,2.7888415
-0.060713433,2.5914633,2.9173849
0.03417241,2.8476999,3.040985
-0.02179262,2.7238214,2.9774728
-0.00089950673,2.6576216,2.880217
-0.04730693,2.6641636,2.8962169
-0.040538933,2.3989892,2.8720677
-0.094079696,2.471568,2.8663635
-0.015608499,2.6413336,2.987993
0.040494464,2.7378483,2.8739557
-0.10853687,2.3784842,2.869502
-0.0185614,2.835975,3.014963
-0.057977125,2.6439013,2.9801679
0.02794321,2.69119,3.0695407
-0.013636682,2.712456,2.883284
-0.03265039,2.4713244,2.972274
0.050669268,2.759387,3.023895
-0.030593643,2.902801,2.9044514
-0.018576758,2.7759295,2.9234445
-0.08060461,2.3283978,2.8251245
-0.0732317,2.4633682,2.8910806
-0.033280607,2.500518,2.9374423
-0.043202303,2.6316748,2.96801
0.030073313,2.7995,3.0017688
-0.014742607,2.6470413,2.8756504
-0.025839344,2.845905,2.9527628
0.00833297,2.5561535,2.9759884
-0.06309891,2.661873,2.9413407
-0.007889384,2.9104578,2.9724898
-0.113334455,2.450394,2.9265687
0.0017696675,2.5934527,2.9417496
-0.14032768,2.8056393,2.768405
0.003083326,2.387217,2.8947935
0.0077283997,2.8754992,2.9494863
-0.016676236,2.3842037,2.9744267
-0.046841457,2.561268,2.9788454
-0.021002153,2.4900808,2.97301
0.03038715,3.0242765,2.9176698
-0.07768097,2.6407607,2.9866061
0.042640194,2.6175892,2.9746428
-0.035890885,2.6560447,2.9004376
-0.037035163,2.4414372,2.9187825
-0.04117572,2.657512,2.862487
-0.026001971,2.8273222,2.9545295
-0.028915511,2.6746037,2.9698846
0.03159728,2.814474,3.0325372
-0.06006351,2.7846305,2.8764966
-0.034118626,2.5807815,2.919318
0.012811122,2.712298,2.9073796
-0.056568637,2.7583864,2.8954523
-0.01598929,2.2299328,2.916572
0.09233351,2.8561738,3.0261843
0.036058463,2.7814057,3.0490696
-0.05991356,2.786291,2.8817873
-0.092442445,2.4294305,2.8699586
-0.15057424,2.5168061,2.9546041
-0.02601341,2.7735603,2.9175053
0.013482964,2.836698,3.0402207
-0.011083674,2.3899746,2.823724
0.048237383,2.7995038,2.9643006
-0.015937436,2.6180997,2.9194055
-0.10999155,2.654825,3.0081503
-0.038713083,2.9214504,2.9302804
-0.12514369,2.722892,2.861156
-0.024917841,2.3647623,2.9308186
-0.06283995,2.7829258,2.9273007
0.019109184,2.5101118,2.9585712
-0.023680182,2.716604,2.9974558
0.017067222,2.8170931,3.0406475
-0.053531505,2.5216837,2.8803983
-0.046862364,2.3732173,2.8900461
6.834604e-05,2.5999024,2.8639522
-0.078897275,2.6601143,2.807323
0.01532062,2.7560487,2.8808987
0.028266279,2.6694262,2.8389094
0.011895826,2.856597,3.0116887
-0.09694849,2.4644647,2.8631337
-0.085830584,2.7068048,2.901939
0.050201446,2.5105789,2.9013581
-0.038955696,2.5398705,2.9669802
-0.02293807,2.6757097,2.8830712
-0.065902576,2.7881522,2.8944998
-0.038735803,2.474469,2.8944654
-0.040781185,2.7165773,2.9548934
0.0007579401,2.6678307,2.8818746
0.040395692,2.8819132,2.964245
0.024501367,2.826304,2.9066968
-0.050899453,2.617165,2.9810085
-0.08371421,2.7218058,2.8039112
-0.03895001,2.69359,2.8785203
-0.10634626,2.4255562,2.931515
-0.023203012,2.9483087,2.8237684
-0.062541045,2.600962,2.9052277
-0.052446783,2.5446641,2.9128573
-0.006697241,2.729323,2.8914745
-0.028123487,2.8850257,2.953572
-0.08373952,2.5987306,2.9525938
0.00056533143,2.7911046,2.9128723
-0.06952265,2.9238703,3.0643601
0.07298139,2.5313108,2.977246
-0.052358977,2.6530597,2.8996398
-0.05423212,2.4740047,2.941749
0.030423151,2.7718005,2.936886
-0.08195987,2.6991854,2.8423321
-0.0184141,2.9423199,2.861566
-0.13169067,2.5039587,2.7841964
0.049930163,2.937328,3.0266993
-0.07057923,2.5603201,2.9022613
-0.041312195,2.8312721,3.078687
-0.0077439956,2.9292197,2.8636556
-0.011906979,2.8383596,2.9503477
-0.058876134,2.7648008,2.912666
-0.013779684,2.5151408,3.10464
0.025354167,2.6184533,3.0295887
0.012518307,2.997844,2.8890336
0.016616141,2.530578,2.9245424
-0.060304843,2.7469814,2.8663375
-0.058277234,2.6030009,2.9162424
0.00665853,2.7140372,2.9303894
-0.10992571,2.378487,2.8274724
-0.029665457,2.5703924,2.8843143
-0.023909861,2.5933437,2.9464905
-0.03270584,2.7056723,2.983514
-0.06051115,2.9271095,2.988617
-0.05514458,2.716661,2.8662336
-0.008440934,2.802617,2.9570742
-0.03715701,2.7398894,2.850286
-0.05665966,2.5986655,2.9276016
-0.022576217,2.7996058,2.967653
-0.056918472,2.7607956,2.9604516
-0.05080433,2.70215,2.9390788
-0.063845135,2.5580041,2.8506513
-0.048983112,2.5922763,2.9220216
0.031104362,3.0298326,2.9100664
-0.10708578,2.614514,2.8471832
-0.01701998,2.6067495,2.9596233
0.017079001,2.7778614,2.9213502
-0.014534423,2.5112164,2.9670858
-0.061989345,2.4520166,2.981474
0.03299831,2.9680274,2.982157
0.02802536,2.9062216,2.8602715
-0.10770583,2.739099,2.9966378
-0.017596524,2.4690852,2.9755747
-0.076572224,2.4917328,2.869841
-0.06396411,2.7385216,2.9481502
-0.039103318,2.4475842,2.940604
-0.10291302,2.546093,2.867646
-0.09100098,2.5030646,2.876675
-0.049199585,2.5311363,3.0282452
0.00620112,2.8379335,2.9345033
-0.04282982,2.8420577,2.9423718
-0.054460928,2.759076,2.8553493
-0.060349487,2.6901228,2.9499846
-0.07877508,2.596723,2.8886876
0.05475582,2.611205,2.94527
-0.09277264,2.675739,2.8012543
-0.011840997,2.9006174,2.996004
0.069386005,2.7906082,2.886133
-0.031410836,2.6747253,2.945262
-0.038316846,2.9815562,2.9683928
-0.060857378,2.6283252,2.9090352
0.009080494,2.8701825,2.8981287
0.018112438,2.6442564,2.9907045
-0.07134157,2.6364405,2.8827317
0.05836547,2.7356772,2.969347
0.046474174,2.864556,2.9080932
0.073589645,2.7896383,3.0811732
0.03257207,2.6611512,3.0275683
-0.0049973615,2.7101252,2.9454203
0.056524165,2.6078115,2.9870872
-0.07422786,2.7197244,2.939374
-0.04942563,2.440825,2.995036
-0.10579926,2.81304,2.8796594
-0.05772244,2.6598501,2.8863387
-0.014944315,2.5564296,2.9358442
-0.06071169,2.688582,2.8369064
-0.123698436,2.281587,2.8293126
-0.008392232,2.876417,3.0336027
0.01754099,2.7503567,3.0074806
-0.030617168,2.953846,2.880888
-0.02170684,2.776301,2.9480324
-0.0706596,2.4780173,2.9581695
-0.020092992,2.3123512,2.9250927
