real_sigma_u,real_a,real_b,real_beta,inferred_sigma_u,inferred_a,inferred_b,inferred_beta
-0.2702702702702702,-1.3993993993993994,3.246246246246246,4.854854854854855,-0.57281965,-1.2695153,2.9698763,4.795125
-0.3903903903903905,-1.7117117117117118,-0.23123123123123124,1.2432432432432434,-0.33454478,-1.7565223,-0.012318123,1.2272556
1.95995995995996,0.2542542542542541,3.078078078078078,-1.2872872872872874,0.7550917,0.0076123453,0.48186326,-1.1594545
-0.08608608608608614,0.930930930930931,-0.3573573573573574,5.407407407407407,-0.054893617,0.7709716,-0.3751055,5.054032
-1.8838838838838838,0.6546546546546548,0.3213213213213213,5.471471471471472,-1.5994391,-1.231529,0.18768793,4.8979306
1.4914914914914914,1.5075075075075075,4.513513513513513,-1.7517517517517518,0.5966864,0.0601585,0.70053446,-1.4893028
-0.4824824824824825,-1.079079079079079,4.5375375375375375,2.1961961961961958,-1.6182379,-1.202554,2.467247,2.2540803
-1.2072072072072073,0.4624624624624625,4.621621621621622,-0.9989989989989989,-0.6928537,-0.5404807,0.9890965,-1.5217489
-0.4784784784784786,-1.5915915915915915,3.6786786786786783,0.2022022022022023,-1.4410841,-2.0052407,2.2193067,0.16850941
-1.6756756756756757,1.1951951951951951,-0.2912912912912913,1.4994994994994997,-1.270977,-1.9054095,0.746639,1.4223926
0.14614614614614618,-0.8908908908908908,2.5195195195195197,3.957957957957958,0.19455887,-0.92829496,2.5346067,3.9601693
-1.911911911911912,0.9229229229229228,3.966966966966967,-0.3823823823823824,-1.2227321,-0.9323569,1.3668749,-0.49507222
0.4144144144144142,-0.930930930930931,1.5225225225225225,4.702702702702703,0.42436254,-0.9442895,1.5227612,4.6789026
0.022022022022022192,1.179179179179179,3.6726726726726726,-0.35035035035035045,-0.18420933,-0.16130185,1.282315,-0.63551986
-0.8668668668668669,0.23023023023023015,0.36936936936936937,4.7507507507507505,-0.8604016,0.18134555,0.41126332,4.723645
1.4114114114114114,-0.13413413413413422,-0.6336336336336337,1.3073073073073074,1.5443798,0.022766827,-0.5530788,1.1822876
-1.2352352352352352,-0.0780780780780781,0.987987987987988,0.9389389389389389,-0.9191573,-1.3473935,0.77743703,0.9344498
1.2432432432432434,0.40240240240240244,0.11711711711711703,-0.1821821821821823,1.1970986,-0.39273027,-0.42534107,-0.031141225
1.0670670670670672,-0.8028028028028029,1.1261261261261262,2.5325325325325325,1.0879864,-0.7352602,1.241241,2.515289
1.983983983983984,-1.007007007007007,2.75975975975976,2.9009009009009006,1.8769244,-0.9625755,2.6399176,2.895432
0.9709709709709711,0.09409409409409397,4.495495495495495,0.9709709709709711,0.92677623,0.05312657,4.1639404,1.0197923
-1.8078078078078077,1.4834834834834836,2.5915915915915915,2.7487487487487483,-1.4980642,-0.85836715,0.7342276,2.7663476
-0.6986986986986987,-0.3103103103103104,-0.6096096096096096,-1.8078078078078077,-0.25632867,-0.26759484,0.12919605,-1.6832732
1.5275275275275275,0.7267267267267266,1.5825825825825826,-0.7187187187187187,1.2336075,-0.0386707,0.19603667,-0.6628297
-0.4304304304304305,-1.3713713713713713,0.2912912912912913,4.526526526526527,-0.3972842,-1.3702881,0.3231984,4.6226435
-1.955955955955956,-0.23023023023023015,-0.993993993993994,2.7807807807807805,-1.3988932,-2.1216109,0.26221135,2.7424972
-0.4864864864864864,0.7987987987987988,-0.5075075075075075,0.8668668668668666,-0.25775057,-0.31447473,-0.023990944,0.8542065
0.7667667667667666,0.5585585585585586,2.6756756756756754,4.894894894894895,0.7789346,0.5440575,2.6569424,4.7692456
1.183183183183183,1.259259259259259,0.06306306306306309,-1.4314314314314314,0.88836724,0.24023907,-0.208691,-1.36965
-0.6026026026026026,-0.10610610610610616,0.21921921921921927,-1.0870870870870872,-0.31665313,-0.5988394,0.8864462,-1.2834146
-1.4994994994994995,-0.5185185185185186,4.867867867867868,-0.5105105105105106,-0.9996819,-1.2801621,0.98350286,-0.77854913
-1.8038038038038038,1.6356356356356354,1.9429429429429428,5.103103103103103,-1.8394281,1.1786665,1.3378216,4.8887963
-1.8078078078078077,1.4834834834834836,2.5915915915915915,2.7487487487487483,-1.2155545,-1.4687481,1.0449655,2.7593596
-1.7677677677677677,-1.6996996996996998,2.3033033033033035,2.8608608608608606,-1.9557928,-2.1004477,1.8385981,2.8347435
-1.179179179179179,1.031031031031031,1.8228228228228227,0.44244244244244246,-1.0012107,-0.8902239,1.0467683,0.31157273
-1.4314314314314314,-0.7827827827827827,2.7117117117117115,1.97997997997998,-1.2296642,-1.2029656,2.2192428,1.9200964
-1.4994994994994995,1.179179179179179,0.37537537537537546,5.503503503503503,-1.3997163,-0.76781976,-0.49045193,5.0242677
1.115115115115115,0.6506506506506504,4.081081081081081,0.9389389389389389,1.1160868,0.5618689,3.731422,0.87082845
-0.9269269269269269,1.7277277277277276,3.1921921921921923,-0.2862862862862863,-0.70803946,-0.6680206,0.41835892,-0.5672667
-0.910910910910911,-1.5675675675675675,4.111111111111111,3.053053053053053,-1.9810582,-1.6170269,2.685221,3.0521083
1.0710710710710711,0.930930930930931,2.039039039039039,-1.1911911911911912,0.9772655,0.04020661,-0.38739914,-1.3570006
-1.0470470470470472,1.895895895895896,3.606606606606607,3.301301301301301,-1.0650812,1.4831156,2.529689,3.2922828
-0.1821821821821823,0.7467467467467466,2.4174174174174174,4.854854854854855,-0.18095347,0.7401838,2.405434,4.7209234
-0.17417417417417425,1.5475475475475475,3.408408408408408,3.6536536536536532,-0.17988889,1.5178863,3.2547297,3.656906
-0.5585585585585586,-0.4864864864864864,2.5675675675675675,3.4294294294294296,-0.48045588,-0.5734495,2.5523186,3.4476745
-1.075075075075075,0.6626626626626626,3.588588588588588,-1.975975975975976,-0.54718035,-0.44732404,0.9033736,-1.7668525
1.0230230230230228,0.3663663663663663,1.2522522522522523,0.5865865865865865,1.212713,-0.35163784,0.88728124,0.44639853
0.4144144144144142,1.239239239239239,0.8138138138138138,0.2902902902902902,0.58658123,-1.0701947,-0.23763846,0.18567431
-0.19019019019019012,0.23023023023023015,3.396396396396397,2.18018018018018,-0.21696255,0.16907911,3.2779381,2.183846
1.955955955955956,1.099099099099099,0.41141141141141135,0.14614614614614618,1.8426639,0.42338938,-0.7828518,0.13413975
-1.887887887887888,1.0270270270270272,-0.7477477477477478,4.206206206206206,-1.6113595,-2.3410523,-0.7117828,4.124624
1.4914914914914914,1.5075075075075075,4.513513513513513,-1.7517517517517518,0.6428216,-0.42097783,0.28374898,-1.7177826
-0.0940940940940942,0.5505505505505504,2.5855855855855854,5.455455455455455,-0.07466258,0.5244911,2.5377405,5.291104
1.5635635635635636,-1.4594594594594594,2.4474474474474475,2.5645645645645647,1.4144932,-1.4280852,2.3479276,2.5016456
0.47447447447447466,-1.2472472472472473,-0.9519519519519519,-0.4864864864864864,0.46984836,-0.22168429,-0.011667918,-1.1610359
-1.179179179179179,0.45845845845845856,-0.08708708708708712,4.558558558558558,-1.1794132,0.09181759,-0.30146956,4.566467
1.2472472472472473,-1.3913913913913913,3.396396396396397,3.6776776776776776,1.0627676,-1.3418763,3.2776227,3.7419045
-1.8838838838838838,0.6546546546546548,0.3213213213213213,5.471471471471472,-1.7510638,-0.64534885,0.014478091,5.1215053
1.2752752752752752,1.8678678678678677,1.7687687687687688,2.068068068068068,1.2549756,1.691316,1.481661,2.04684
-0.5745745745745745,-0.6946946946946948,0.5555555555555556,3.8058058058058055,-0.49844792,-0.8232472,0.6919137,3.7168627
-0.5345345345345345,1.6956956956956954,0.36936936936936937,-1.7437437437437437,-0.33109328,-0.60517335,0.2824435,-1.5314633
-1.079079079079079,-0.33033033033033044,3.336336336336336,2.276276276276276,-0.99211496,-0.7619476,2.395167,2.289818
1.183183183183183,0.7947947947947949,1.5285285285285286,-0.3743743743743744,1.2286632,-0.14820458,0.39612222,-0.42975345
1.6516516516516515,1.0030030030030028,-0.44744744744744747,-1.2952952952952952,1.0971098,0.46008316,-0.4772792,-1.1585746
-0.3423423423423424,0.5185185185185186,1.2462462462462462,2.308308308308308,-0.33728275,0.71300197,1.5706184,2.3034818
-0.5385385385385386,-0.4464464464464464,0.41141141141141135,2.676676676676677,-0.46578842,-0.76958334,0.5125859,2.6929584
-1.011011011011011,-0.8308308308308308,1.3423423423423424,4.206206206206206,-0.976814,-0.8673713,1.3411428,4.1020284
0.8348348348348349,-0.910910910910911,2.78978978978979,4.35035035035035,0.83670217,-0.92372054,2.7779138,4.349636
-0.7227227227227226,0.3463463463463463,3.2042042042042045,-0.4624624624624625,-0.60384786,-1.029853,1.018652,-0.8169036
1.4114114114114114,0.20620620620620622,3.834834834834835,-1.6076076076076076,0.18499188,-0.23633981,0.38038933,-1.218397
1.6356356356356354,-1.93993993993994,0.009009009009008917,0.6026026026026026,1.522192,-0.96261936,-0.04520838,0.5264226
-1.987987987987988,0.954954954954955,2.369369369369369,3.78978978978979,-1.9173115,0.3864451,1.4565964,3.7637186
0.6106106106106104,-0.14214214214214227,1.5885885885885886,-1.7677677677677677,0.061079897,-0.36782292,0.6403889,-1.5327053
-1.2352352352352352,-1.7277277277277276,1.978978978978979,1.0030030030030028,-1.3406655,-2.1560946,1.6590514,0.9826956
-1.3593593593593594,-0.3103103103103104,-0.11711711711711714,2.972972972972973,-1.1342916,-1.3536283,0.0023743408,2.9535792
-0.8428428428428429,-1.003003003003003,0.5135135135135136,2.6606606606606604,-0.76233995,-1.1985093,0.48353836,2.6114683
-1.4074074074074074,0.7067067067067065,4.183183183183183,1.2272272272272273,-1.0472713,-0.6749552,2.0610397,1.2006202
0.790790790790791,0.9909909909909911,3.744744744744745,4.646646646646647,0.7978295,1.0144329,3.7987518,4.5832067
0.4144144144144142,-1.3353353353353352,0.9219219219219219,4.366366366366366,0.41339347,-1.3344315,0.91897446,4.223121
0.6146146146146148,0.6546546546546548,-0.0570570570570571,1.3153153153153152,0.679333,-0.0038388623,-0.17139845,1.2789605
