sigma_rate,exp_a,exp_b,beta
1.1180353,0.35238308,1.536859,2.3371499
1.1224873,0.32730687,1.7387145,2.3097274
1.1115669,0.35781047,1.772516,2.372186
1.1214988,0.3197504,1.7277688,2.3610415
1.0903115,0.33584565,1.7149651,2.39139
1.1480174,0.45189208,1.6259307,2.4848843
1.0725493,0.37405118,1.7252113,2.505057
1.1066365,0.2421071,1.7770644,2.378684
1.0784758,0.39085692,1.6915584,2.352843
1.0877581,0.38578197,1.6905931,2.3825712
1.0730978,0.47310632,1.5904031,2.3958445
1.1379408,0.3527247,1.7244002,2.3728237
1.1274894,0.35219482,1.5901293,2.3551652
1.1371793,0.3051228,1.7506557,2.4607792
1.0849277,0.32561505,1.6420676,2.3480968
1.144005,0.40637943,1.6004206,2.3689892
1.0936848,0.3599215,1.6519438,2.3891768
1.138623,0.4145179,1.6558864,2.4382164
1.0733321,0.30096382,1.7122512,2.4484677
1.0807294,0.34810394,1.7507714,2.288889
1.1177657,0.41526577,1.6652625,2.435836
1.1284039,0.5307212,1.7527955,2.5116143
1.0563916,0.33678058,1.6513866,2.3440027
1.145761,0.45579618,1.648191,2.4618893
1.1012236,0.3320848,1.7279367,2.3807983
1.0972205,0.31039545,1.7730888,2.3960342
1.1335901,0.42680216,1.6243215,2.460691
1.1177613,0.40558344,1.7740043,2.3822048
1.0841341,0.345819,1.672664,2.390802
1.0528973,0.412791,1.6102176,2.3801415
1.0484906,0.41321945,1.6033702,2.3665612
1.0817803,0.3968552,1.6194052,2.4784665
1.1302656,0.39782777,1.664707,2.4266043
1.1181461,0.37337795,1.5730618,2.3207357
1.1335752,0.23520505,1.7828264,2.3447096
1.0880347,0.3176594,1.6954939,2.3932936
1.077731,0.35892236,1.6306602,2.3967674
1.0879172,0.35655057,1.8208454,2.4315262
1.1171898,0.3460246,1.7708012,2.390608
1.103614,0.3179368,1.8375084,2.4451478
1.0797312,0.3907436,1.7038307,2.4167967
1.0944439,0.46215022,1.5986187,2.4228258
1.1191096,0.4115634,1.694165,2.3846896
1.1075722,0.3445334,1.6419487,2.2847602
1.1090523,0.39556468,1.6624948,2.406311
1.0700825,0.3693351,1.7389942,2.4193494
1.0662831,0.3532155,1.6478107,2.3827357
1.1040323,0.3492423,1.7224272,2.3835878
1.1140685,0.35531428,1.7379305,2.393447
1.0771126,0.3193192,1.7004386,2.3726146
1.1202877,0.38183326,1.570595,2.4050484
1.0992702,0.35886174,1.747816,2.3726716
1.1542315,0.38101438,1.6159049,2.3959055
1.0582314,0.31275547,1.6854299,2.3662682
1.1060859,0.34369576,1.7306591,2.4531875
1.1068181,0.30748677,1.6333112,2.417007
1.1330111,0.27043724,1.8228394,2.364669
1.0607615,0.29178724,1.791977,2.3741305
1.1056222,0.32450566,1.6668701,2.330818
1.0845288,0.3306703,1.6431066,2.3630595
1.157153,0.462386,1.6174151,2.4521105
1.1371284,0.3934587,1.7535859,2.4137068
1.1343726,0.2914427,1.6500084,2.3203115
1.112456,0.3275565,1.639304,2.4001913
1.064306,0.31884336,1.6817245,2.335723
1.0577399,0.30581513,1.6281526,2.296283
1.0796862,0.37975708,1.6751302,2.3935
1.0986884,0.42129058,1.5745338,2.4364552
1.0833973,0.28675982,1.7854534,2.3646884
1.0989144,0.36406112,1.6858072,2.4894729
1.0988586,0.40674388,1.7043853,2.4009864
1.1234165,0.3107301,1.7891765,2.4183729
1.0329014,0.36901537,1.630383,2.523284
1.0524575,0.40646243,1.5556754,2.3860495
1.0957897,0.3846127,1.5396218,2.3903246
1.1158972,0.2726078,1.7798156,2.4106185
1.0793518,0.36737207,1.6446601,2.4214933
1.0810369,0.27899247,1.7808332,2.3994772
1.138573,0.27014345,1.8058861,2.401374
1.117129,0.3809576,1.7388742,2.4267738
1.1469406,0.39371324,1.5231746,2.4504063
1.1221477,0.4023891,1.5862504,2.4546378
1.1470395,0.43757638,1.8068788,2.4897351
1.1022234,0.4093179,1.4917313,2.336488
1.0634527,0.38630727,1.6959908,2.3425207
1.1513022,0.39431217,1.7207665,2.3762052
1.0714556,0.42894194,1.5929353,2.4150996
1.0848469,0.3128782,1.6743807,2.2869568
1.0928842,0.45556787,1.6740258,2.5027997
1.1045446,0.36647335,1.5848346,2.3893704
1.1394467,0.43817598,1.5757458,2.4440947
1.1304104,0.35874328,1.7625718,2.4578912
1.0959619,0.27451113,1.6077539,2.330916
1.1251725,0.420743,1.7445259,2.4790125
1.0914596,0.36633062,1.6033527,2.3249183
1.0877008,0.3294334,1.7410529,2.4773185
1.1160699,0.33199978,1.5994858,2.3228328
1.1008024,0.25130272,1.7872847,2.4303982
1.1159171,0.4663587,1.6492662,2.4386108
1.1180574,0.3606747,1.592478,2.3997946
1.1266674,0.525459,1.5658238,2.4686058
1.0857372,0.44155705,1.5012239,2.3438594
1.1003388,0.37240028,1.7132316,2.421379
1.1673619,0.3425718,1.6078011,2.2811046
1.1364541,0.43905014,1.6706865,2.4461784
1.06415,0.2732463,1.6926969,2.3380315
1.0938063,0.34091064,1.6043843,2.3109102
1.1037469,0.39849833,1.6525874,2.4290717
1.1195008,0.43644065,1.6988208,2.4728901
1.1618601,0.39598572,1.6634697,2.486058
1.1419836,0.37456954,1.74248,2.402663
1.0875491,0.32504362,1.6542554,2.3843343
1.0852398,0.37521434,1.704037,2.373221
1.0544487,0.33020896,1.7347207,2.409966
1.1066132,0.346735,1.6661212,2.368145
1.090286,0.34214607,1.6554011,2.4746244
1.1125784,0.34170625,1.7562476,2.4383268
1.0895908,0.36181346,1.6910492,2.284546
1.0636674,0.42657417,1.7036467,2.4702375
1.0839863,0.37655964,1.6292087,2.3290527
1.1344383,0.34714127,1.6834664,2.29812
1.1034569,0.40531784,1.6499023,2.4700665
1.094869,0.34862518,1.7513082,2.392441
1.0738918,0.32080737,1.7350831,2.4152682
1.143992,0.4578034,1.728584,2.4565547
1.0949947,0.29262862,1.745584,2.3595345
1.1178616,0.4518053,1.6076416,2.493285
1.1249738,0.36017308,1.6619157,2.3157904
1.1242237,0.3232921,1.7039251,2.4026432
1.071555,0.30842862,1.6459857,2.346658
1.1130884,0.37883338,1.7807958,2.4205608
1.0975333,0.31018788,1.7449903,2.3496776
1.1405021,0.34142143,1.6472095,2.3405876
1.1092607,0.38842633,1.7493796,2.4340467
1.0951927,0.40563667,1.4947295,2.4309785
1.1206355,0.2692992,1.8888992,2.472482
1.0853596,0.4152529,1.4977131,2.4286525
1.0950918,0.32075608,1.7832137,2.411501
1.1643299,0.35020408,1.7915027,2.3841622
1.1361306,0.2967493,1.678772,2.4061728
1.0847327,0.35866722,1.7876961,2.4361885
1.0525948,0.34078586,1.7546382,2.4501164
1.1028057,0.37161005,1.7585996,2.4592237
1.1065557,0.4126245,1.7044016,2.2725701
1.0846446,0.3861174,1.6797626,2.3500876
1.1401396,0.3593002,1.6422638,2.3487926
1.1066467,0.3937306,1.6819847,2.4100487
1.1431279,0.37840584,1.6707287,2.4064434
1.0967914,0.39341432,1.5667251,2.3262413
1.1046066,0.21012896,1.7395393,2.3629813
1.1063582,0.32333398,1.7828022,2.4081898
1.0937474,0.35311812,1.596404,2.3170915
1.11407,0.37289596,1.6986692,2.4037619
1.0701123,0.282949,1.7513901,2.3833063
1.0944163,0.3662296,1.7543682,2.4450698
1.1140641,0.36780342,1.7219532,2.3969727
1.1237819,0.3410093,1.666733,2.4483416
1.0810398,0.39005992,1.5577661,2.3916981
1.0613133,0.27611023,1.735394,2.4270318
1.0532572,0.37313598,1.5115526,2.348624
1.1252631,0.44603598,1.6203594,2.5250583
1.0915543,0.3885276,1.6835748,2.4537878
1.0963855,0.40378296,1.670492,2.4998193
1.1203762,0.3437099,1.7667812,2.3421972
1.1224707,0.33704653,1.7767383,2.4619179
1.1044942,0.3149142,1.7192978,2.4458344
1.0788926,0.42277142,1.7165204,2.4267251
1.1030059,0.3913335,1.5857867,2.465899
1.085594,0.40179458,1.6552742,2.348081
1.057799,0.3642161,1.6305473,2.4260051
1.1059582,0.41017294,1.7041652,2.472697
1.0946938,0.39822757,1.6771976,2.408041
1.0877559,0.38427415,1.7182027,2.3864946
1.1077939,0.39638984,1.6958091,2.369062
1.1027725,0.46195877,1.5756257,2.4624772
1.0722896,0.422234,1.6565819,2.4196882
1.0954757,0.42702574,1.5419829,2.3831968
1.0699883,0.31629205,1.6481671,2.4310884
1.1627979,0.33321726,1.7753068,2.4500086
1.0980128,0.38451606,1.632765,2.3825111
1.1343899,0.31583726,1.7138449,2.3802958
1.0917971,0.32657334,1.7075176,2.4314065
1.0496624,0.35568842,1.6767589,2.3766415
1.0624342,0.3270062,1.651816,2.416466
1.0957971,0.26751083,1.7425878,2.2776525
1.0977756,0.40157473,1.570791,2.459087
1.1008472,0.3501361,1.7236061,2.4084256
1.1167228,0.4208539,1.6494722,2.359833
1.0925097,0.28047955,1.6861309,2.3808274
1.157584,0.39571762,1.6422423,2.4023921
1.116494,0.3782878,1.6672001,2.4032316
1.0987571,0.3595055,1.6704066,2.4076824
1.0935304,0.2758087,1.6699401,2.3252792
1.1363099,0.4277689,1.6101549,2.3733635
1.0952082,0.4766596,1.6038084,2.4269228
1.1075574,0.37389407,1.7161677,2.4530015
1.0956885,0.34796724,1.7301499,2.3463976
1.1369164,0.4245046,1.6180955,2.4308095
1.0729387,0.33815077,1.6217332,2.3604436
1.1036524,0.36201578,1.743242,2.357223
1.1086212,0.34842008,1.6053538,2.3354797
1.111678,0.39375445,1.5916327,2.4312322
1.0458269,0.41017935,1.61168,2.3865762
1.0954245,0.32895854,1.5623307,2.3940883
1.1358006,0.31357884,1.8338598,2.3651142
1.116317,0.32969055,1.6384896,2.3594754
1.0862137,0.39886478,1.7019526,2.3303697
1.1159426,0.26493955,1.710772,2.3671212
1.0778694,0.28665972,1.7896987,2.388486
1.0894961,0.2886887,1.6335361,2.2765634
1.0839455,0.31327033,1.7071311,2.337872
1.1197095,0.37055108,1.7178488,2.4337544
1.0774088,0.36324358,1.6550272,2.3828187
1.099183,0.29790732,1.7639337,2.354016
1.1119032,0.35189176,1.6811218,2.4098582
1.0857469,0.27136,1.6911731,2.3699472
1.118482,0.35002008,1.7093388,2.3671277
1.083282,0.3672763,1.6253535,2.404482
1.1263455,0.49532694,1.5911325,2.4534109
1.0761219,0.5012436,1.6409605,2.5734115
1.0930922,0.33548257,1.7741739,2.4026086
1.1081977,0.34240076,1.7309774,2.4781423
1.1104728,0.33283624,1.6745068,2.396184
1.0807167,0.3169848,1.7383776,2.4095707
1.1097513,0.42123708,1.7219437,2.347851
1.0456768,0.37820897,1.5538164,2.3255582
1.0701627,0.42524928,1.7189527,2.4379933
1.1589329,0.28665647,1.7042793,2.3132648
1.098119,0.33550525,1.6689028,2.304423
1.1067808,0.30870295,1.7566481,2.347442
1.1283796,0.3514261,1.6828126,2.3635328
1.0671505,0.39670756,1.6708008,2.4497533
1.0587792,0.34229875,1.6932732,2.4748094
1.101453,0.4043261,1.5965755,2.42312
1.0888962,0.3372884,1.724271,2.40435
1.1025753,0.36671174,1.6345688,2.3409786
1.0910211,0.3645376,1.6155069,2.3410447
1.1535608,0.3002489,1.8473543,2.3364897
1.0663276,0.38723212,1.6986991,2.3572094
1.103227,0.3078938,1.7246044,2.3669777
1.1287606,0.34906772,1.5629251,2.3889759
1.1014978,0.38477123,1.7377315,2.39221
1.1166118,0.36293855,1.763069,2.4145448
1.1453242,0.32641402,1.6754035,2.3743625
1.1005838,0.40377045,1.6814913,2.4394567
1.1177199,0.27215242,1.7827734,2.3861852
1.1390051,0.3226976,1.7621294,2.3973186
1.0752459,0.32688636,1.5959084,2.3026795
1.1104761,0.44212645,1.6809399,2.4880602
1.1166316,0.38671827,1.6627455,2.4267616
1.06146,0.37213254,1.6195159,2.4523954
1.0937908,0.3447089,1.6871175,2.3636358
1.0919552,0.40843025,1.7155063,2.5119457
1.1047332,0.3711912,1.6911533,2.432865
1.1262548,0.33057195,1.735856,2.353688
1.120625,0.3054281,1.6656249,2.3515759
1.0575855,0.3220257,1.6817869,2.408505
1.0931841,0.35072765,1.6296064,2.3902931
1.0812064,0.39520487,1.6978924,2.382903
1.0997545,0.34077367,1.7603381,2.419518
1.119735,0.33028585,1.7982628,2.4436831
1.093062,0.31821737,1.6298623,2.341079
1.1481941,0.3830151,1.6811742,2.3618693
1.061476,0.31086332,1.6949216,2.358837
1.1772282,0.42457947,1.7945788,2.375533
1.1310676,0.37438858,1.6439133,2.3937972
1.0997862,0.35832453,1.7302194,2.4348147
1.0911479,0.34410226,1.7537038,2.4007316
1.116117,0.35589278,1.7253444,2.3668983
1.0285529,0.4005355,1.6534073,2.3986266
1.1217172,0.30830184,1.7485961,2.4098217
1.0855987,0.39995298,1.6729699,2.4612627
1.0994521,0.3381243,1.7070074,2.358688
1.1073787,0.3860879,1.644174,2.4564898
1.0940087,0.29940474,1.7206289,2.3352158
1.1388574,0.32726318,1.8058171,2.3787467
1.1288537,0.39380115,1.624535,2.4386644
1.0907847,0.3464523,1.6929433,2.395049
1.0931301,0.35015225,1.7380565,2.4395072
1.1274868,0.316304,1.6636442,2.4003053
1.1142577,0.33879286,1.6499457,2.3390272
1.0881778,0.43021342,1.6820984,2.4080977
1.1372707,0.3810763,1.6961751,2.3627677
1.0775093,0.32587406,1.7597728,2.4507656
1.1113435,0.3361708,1.7519146,2.4407384
1.0885949,0.36283064,1.801889,2.3681722
1.1121557,0.39109775,1.7274652,2.384849
1.1189449,0.29468012,1.7630938,2.3964071
1.0885953,0.42121455,1.7781266,2.4010723
1.1202314,0.35370156,1.654407,2.4039106
1.1553587,0.35285145,1.748856,2.3356366
1.1149818,0.39402992,1.5968034,2.4050329
1.1130191,0.34396464,1.7202291,2.422227
1.0952551,0.3571922,1.7193199,2.3611727
1.1224955,0.32307553,1.8124228,2.4185336
1.0828383,0.32150692,1.6843348,2.3599467
1.0849297,0.4317533,1.6187139,2.4686406
1.1072,0.42035812,1.5495658,2.406052
1.1198844,0.3839488,1.6914954,2.4453392
1.1065377,0.34547028,1.705537,2.3794959
1.0829079,0.34498614,1.692775,2.376859
1.1144431,0.39251438,1.6850809,2.4195845
1.1111585,0.2651084,1.8001645,2.3402307
1.116565,0.41140497,1.6762443,2.511399
1.1279593,0.3297527,1.7796706,2.277841
1.113506,0.43779838,1.6110313,2.4008074
1.0787078,0.3370287,1.7003118,2.4394622
1.1062212,0.36622703,1.6570466,2.3768606
1.1024225,0.37027776,1.670432,2.3430943
1.1552143,0.52197033,1.658488,2.5277085
1.1235323,0.4097607,1.6294912,2.3797271
1.1383053,0.3466346,1.656007,2.4155574
1.0748218,0.5466509,1.566974,2.507009
1.0797675,0.27319008,1.8709176,2.4573188
1.0634648,0.36171758,1.8450428,2.3852568
1.1245446,0.33651882,1.6743182,2.4765048
1.1000626,0.35265884,1.800022,2.4241285
1.1302782,0.40509373,1.5902249,2.3429618
1.1649873,0.34601372,1.68809,2.4110513
1.080643,0.323606,1.6594108,2.4222443
1.1191971,0.36289266,1.6493684,2.3616586
1.0998993,0.37503922,1.67813,2.330238
1.0539801,0.38590315,1.7416178,2.4537067
1.1063472,0.34903747,1.6626537,2.4482076
1.0971549,0.42669603,1.6415929,2.4843693
1.0892845,0.3835147,1.6018182,2.508133
1.0625278,0.35641146,1.6150458,2.4162273
1.1052526,0.4273449,1.5888904,2.3995893
1.0959325,0.28303927,1.8083148,2.4366608
1.0843568,0.32517654,1.7132071,2.3576982
1.0587919,0.3590088,1.7678467,2.4021187
1.0978882,0.3707064,1.6806505,2.4431562
1.0676945,0.3906678,1.5718702,2.3425186
1.1213893,0.32397777,1.7823881,2.4383442
1.0971643,0.4318651,1.6323724,2.3680258
1.069774,0.36181468,1.7019416,2.4563396
1.0876825,0.30936545,1.7870425,2.4515514
1.0612597,0.38718912,1.6789199,2.4242887
1.1237152,0.33409244,1.6973217,2.346659
1.0885406,0.39716342,1.7113892,2.3649647
1.1070924,0.35737735,1.6494906,2.4309545
1.1031713,0.388906,1.6641872,2.3973591
1.1332568,0.41689837,1.5725081,2.3601267
1.0529764,0.27158862,1.7538956,2.2986119
1.0620192,0.2675717,1.7453495,2.339888
1.138512,0.4223265,1.6943725,2.4456472
1.0739703,0.29295933,1.8155886,2.4011154
1.1519088,0.37361377,1.8309944,2.48658
1.1187105,0.33242795,1.7695315,2.4989283
1.0604141,0.420371,1.6219753,2.4355311
1.0774325,0.2505043,1.7108202,2.321326
1.1022428,0.38890675,1.6027302,2.3482406
1.0916699,0.3524465,1.633839,2.4332407
1.1415668,0.35653815,1.7658709,2.4897928
1.0902308,0.34503296,1.7821639,2.5117388
1.1520474,0.43338823,1.7667371,2.5335178
1.0944843,0.299668,1.663777,2.4121437
1.1184113,0.38025638,1.6778785,2.3888147
1.0909358,0.4470234,1.6108258,2.4173627
1.120265,0.47453824,1.648502,2.4943457
1.1218154,0.39206094,1.6359696,2.4002848
1.1311088,0.3696533,1.7354022,2.452463
1.1146926,0.34000772,1.7068797,2.422637
1.1174927,0.35150635,1.6307727,2.417302
1.1090242,0.36243618,1.6605296,2.321788
1.0992885,0.42009377,1.6090668,2.3720262
1.0656271,0.33459067,1.6225818,2.3493998
1.0921786,0.33587095,1.6353431,2.2911122
1.0887307,0.3486092,1.7142849,2.4123561
1.1168594,0.38257116,1.6979614,2.406276
1.1306174,0.2962943,1.7710203,2.382368
1.099253,0.37986556,1.642583,2.288557
1.0614133,0.2599032,1.7985026,2.3763645
1.0640182,0.3551922,1.7388477,2.4944515
1.0752313,0.46349776,1.6525704,2.418574
1.0583586,0.38888663,1.5960832,2.3512354
1.1307602,0.37979677,1.694765,2.378765
1.089876,0.31656694,1.787515,2.4365506
1.0831372,0.41779867,1.6312747,2.3840697
1.0791302,0.39331064,1.7723268,2.4314907
1.1085823,0.4427932,1.6171131,2.385228
1.1492957,0.29741615,1.8180866,2.3500128
1.0719889,0.44167686,1.5587318,2.4556615
1.1031021,0.37464556,1.5871795,2.322444
1.0997182,0.40680236,1.610141,2.3799744
1.0688543,0.3150751,1.6720778,2.4105492
1.1272411,0.44921696,1.6134723,2.4211771
1.0788878,0.381027,1.5807662,2.3655
1.0772023,0.4720581,1.532457,2.4123635
1.0962273,0.33027908,1.6641454,2.3938081
1.1155431,0.33670047,1.7397043,2.4494138
1.0713619,0.26340425,1.7610222,2.326634
1.0837846,0.31070694,1.7653704,2.384382
1.1111586,0.45735672,1.5947938,2.436576
1.0858004,0.38314152,1.6765025,2.4417427
1.0860698,0.37358254,1.6622694,2.4692972
1.0867586,0.31551754,1.6780359,2.2844117
1.0831217,0.44528225,1.6971536,2.3884456
1.0926195,0.4250612,1.6616315,2.3627143
1.1158067,0.39252943,1.8129419,2.514898
1.1163057,0.4970629,1.6502415,2.450331
1.1416603,0.3929907,1.6500036,2.3678904
1.0985048,0.32513094,1.6213659,2.4050035
1.0845681,0.34375003,1.7301649,2.381313
1.0692676,0.3217234,1.7291704,2.4116774
1.0875275,0.3520956,1.702318,2.459085
1.0970112,0.38053682,1.6857927,2.3809812
1.0927312,0.3239514,1.7680775,2.4058077
1.0975636,0.38131064,1.6050584,2.363711
1.1015674,0.38204134,1.7268322,2.4496949
1.0690418,0.30291337,1.6779419,2.3159084
