"","trial","val_basic","delay","val_prc","response","RT","respSide","sideNOW","Version","loopID","Context"
"1",1,20,122,1.9,1,2.8579,2,1,"S1",1,1
"2",2,20,32,2.25,0,4.2243,1,1,"S1",1,1
"3",3,20,7,2.25,1,2.7171,1,2,"S1",1,1
"4",4,20,3,2.05,1,1.4399,1,2,"S1",1,1
"5",5,20,58,3.05,1,2.4916,1,2,"S1",1,1
"6",6,20,1,1.55,1,2.2111,2,1,"S1",1,1
"7",7,20,24,2.55,1,1.4692,2,1,"S1",1,1
"8",8,20,24,2.05,1,1.9462,1,2,"S1",1,1
"9",9,20,32,1.05,0,1.6433,2,2,"S1",1,1
"10",10,20,75,1.05,0,2.3052,1,1,"S1",1,1
"11",11,20,1,1.15,0,3.364,1,1,"S1",1,1
"12",12,20,58,1.55,0,1.7617,1,1,"S1",1,1
"13",13,20,24,3.05,1,2.467,1,2,"S1",1,1
"14",14,20,58,2.25,0,3.271,1,1,"S1",1,1
"15",15,20,45,1.65,0,2.199,1,1,"S1",1,1
"16",16,20,32,3.85,1,2.2384,2,1,"S1",1,1
"17",17,20,3,1.25,1,2.9692,2,1,"S1",1,1
"18",18,20,24,3.85,1,2.766,1,2,"S1",1,1
"19",19,20,7,1.25,0,3.2652,2,2,"S1",1,1
"20",20,20,32,1.9,1,3.8681,2,1,"S1",1,1
"21",21,20,32,1.055,0,1.752,1,1,"S1",1,1
"22",22,20,3,1.15,0,2.011,1,1,"S1",1,1
"23",23,20,122,2.05,0,1.7604,1,1,"S1",1,1
"24",24,20,45,1.05,0,1.6279,1,1,"S1",1,1
"25",25,20,32,1.55,0,3.848,2,2,"S1",1,1
"26",26,20,7,1.05,0,1.7528,1,1,"S1",1,1
"27",27,20,13,1.65,1,7.8331,1,2,"S1",1,1
"28",28,20,1,3.05,1,1.0948,1,2,"S1",1,1
"29",29,20,24,1.9,0,2.4692,1,1,"S1",1,1
"30",30,20,13,1.05,0,1.851,2,2,"S1",1,1
"31",31,20,7,2.55,1,1.5411,2,1,"S1",1,1
"32",32,20,24,1.65,0,2.5326,1,1,"S1",1,1
"33",33,20,24,2.25,0,7.4656,2,2,"S1",1,1
"34",34,20,24,1.55,0,2.5512,2,2,"S1",1,1
"35",35,20,32,1.65,0,3.2439,2,2,"S1",1,1
"36",36,20,58,1.45,0,2.1947,2,2,"S1",1,1
"37",37,20,13,3.45,1,3.9924,2,1,"S1",1,1
"38",38,20,1,1.85,1,2.0665,1,2,"S1",1,1
"39",39,20,58,2.55,1,2.635,2,1,"S1",1,1
"40",40,20,45,1.45,0,3.6906,2,2,"S1",1,1
"41",41,20,45,1.15,0,1.4457,2,2,"S1",1,1
"42",42,20,7,3.05,1,1.1992,2,1,"S1",1,1
"43",43,20,45,3.05,1,2.5256,2,1,"S1",1,1
"44",44,20,7,1.55,1,4.7707,2,1,"S1",1,1
"45",45,20,24,1.45,0,5.0552,2,2,"S1",1,1
"46",46,20,7,2.85,1,2.7923,1,2,"S1",1,1
"47",47,20,1,3.45,1,1.4739,2,1,"S1",1,1
"48",48,20,3,3.85,1,1.561,2,1,"S1",1,1
"49",49,20,75,1.55,0,2.3555,1,1,"S1",1,1
"50",50,20,58,2.05,0,1.8695,1,1,"S1",1,1
"51",51,20,75,1.9,0,1.6167,1,1,"S1",1,1
"52",52,20,75,2.85,0,5.051,1,1,"S1",1,1
"53",53,20,75,1.65,0,1.1458,2,2,"S1",1,1
"54",54,20,32,3.05,1,1.3867,1,2,"S1",1,1
"55",55,20,13,1.055,0,1.8329,1,1,"S1",1,1
"56",56,20,7,1.65,0,4.1437,1,1,"S1",1,1
"57",57,20,13,2.85,1,1.4871,2,1,"S1",1,1
"58",58,20,122,1.45,0,1.4662,2,2,"S1",1,1
"59",59,20,75,1.45,0,3.5563,2,2,"S1",1,1
"60",60,20,1,1.9,0,1.5201,2,2,"S1",1,1
"61",61,20,1,1.35,1,2.7994,1,2,"S1",1,1
"62",62,20,7,1.9,0,2.2156,2,2,"S1",1,1
"63",63,20,75,3.05,0,3.9614,2,2,"S1",1,1
"64",64,20,13,3.85,1,1.3616,1,2,"S1",1,1
"65",65,20,3,3.45,1,1.8705,1,2,"S1",1,1
"66",66,20,32,2.85,1,2.598,2,1,"S1",1,1
"67",67,20,45,3.45,1,2.2924,1,2,"S1",1,1
"68",68,20,45,1.35,0,1.8433,2,2,"S1",1,1
"69",69,20,3,3.05,1,1.1094,1,2,"S1",1,1
"70",70,20,24,1.85,0,1.7375,2,2,"S1",1,1
"71",71,20,1,1.05,0,2.199,2,2,"S1",1,1
"72",72,20,75,1.055,0,1.3603,2,2,"S1",1,1
"73",73,20,122,2.55,0,1.681,2,2,"S1",1,1
"74",74,20,75,1.25,0,1.884,2,2,"S1",1,1
"75",75,20,45,2.85,0,4.8176,2,2,"S1",1,1
"76",76,20,58,1.05,0,1.3731,2,2,"S1",1,1
"77",77,20,3,1.55,1,1.535,2,1,"S1",1,1
"78",78,20,1,3.85,1,1.3721,2,1,"S1",1,1
"79",79,20,58,1.25,0,2.6151,1,1,"S1",1,1
"80",80,20,122,1.65,0,0.9968,1,1,"S1",1,1
"81",81,20,122,2.85,0,1.6383,2,2,"S1",1,1
"82",82,20,3,1.05,0,1.8158,1,1,"S1",1,1
"83",83,20,58,3.85,1,1.8005,2,1,"S1",1,1
"84",84,20,58,1.15,0,1.624,1,1,"S1",1,1
"85",85,20,32,3.45,1,1.8499,1,2,"S1",1,1
"86",86,20,24,1.05,0,2.5732,2,2,"S1",1,1
"87",87,20,75,1.85,0,1.7883,2,2,"S1",1,1
"88",88,20,75,1.15,0,2.5564,2,2,"S1",1,1
"89",89,20,32,1.35,0,2.2696,1,1,"S1",1,1
"90",90,20,45,3.85,1,1.6646,1,2,"S1",1,1
"91",91,20,32,1.85,0,2.0622,1,1,"S1",1,1
"92",92,20,32,1.15,0,1.7464,2,2,"S1",1,1
"93",93,20,122,1.05,0,1.7029,2,2,"S1",1,1
"94",94,20,13,1.85,1,2.4487,2,1,"S1",1,1
"95",95,20,122,1.25,0,1.529,1,1,"S1",1,1
"96",96,20,13,1.45,1,2.0939,1,2,"S1",1,1
"97",97,20,58,1.85,0,3.267,1,1,"S1",1,1
"98",98,20,122,1.15,0,1.433,1,1,"S1",1,1
"99",99,20,58,1.055,0,2.6989,2,2,"S1",1,1
"100",100,20,7,3.85,1,1.8306,1,2,"S1",1,1
"101",101,20,13,2.55,1,2.2055,1,2,"S1",1,1
"102",102,20,122,1.055,0,1.5432,2,2,"S1",1,1
"103",103,20,75,3.85,1,4.6009,2,1,"S1",1,1
"104",104,20,58,1.9,0,4.9917,2,2,"S1",1,1
"105",105,20,45,1.85,0,2.8794,1,1,"S1",1,1
"106",106,20,24,2.85,1,7.0526,1,2,"S1",1,1
"107",107,20,13,3.05,1,1.5608,2,1,"S1",1,1
"108",108,20,45,2.05,0,2.9876,1,1,"S1",1,1
"109",109,20,45,1.055,0,1.0875,1,1,"S1",1,1
"110",110,20,122,1.85,0,1.6155,2,2,"S1",1,1
"111",111,20,3,1.45,1,2.6521,2,1,"S1",1,1
"112",112,20,45,2.55,1,4.0465,1,2,"S1",1,1
"113",113,20,1,2.55,1,0.9987,1,2,"S1",1,1
"114",114,20,13,1.9,1,1.7897,1,2,"S1",1,1
"115",115,20,13,1.15,0,3.1974,1,1,"S1",1,1
"116",116,20,45,1.25,0,1.9106,2,2,"S1",1,1
"117",117,20,58,3.45,1,1.7013,2,1,"S1",1,1
"118",118,20,13,2.25,1,3.124,1,2,"S1",1,1
"119",119,20,3,1.9,1,2.1987,2,1,"S1",1,1
"120",120,20,32,2.55,1,1.9667,1,2,"S1",1,1
"121",121,20,7,1.85,1,1.8808,2,1,"S1",1,1
"122",122,20,122,1.55,0,1.4829,1,1,"S1",1,1
"123",123,20,75,2.25,0,3.9943,2,2,"S1",1,1
"124",124,20,7,2.05,1,2.4065,2,1,"S1",1,1
"125",125,20,1,2.25,1,1.6833,1,2,"S1",1,1
"126",126,20,122,3.05,0,1.2695,2,2,"S1",1,1
"127",127,20,24,1.25,0,3.4965,1,1,"S1",1,1
"128",128,20,122,3.45,0,1.8471,2,2,"S1",1,1
"129",129,20,24,3.45,1,6.0599,2,1,"S1",1,1
"130",130,20,13,1.55,1,3.2217,1,2,"S1",1,1
"131",131,20,58,2.85,1,2.2471,1,2,"S1",1,1
"132",132,20,7,1.45,1,3.2074,2,1,"S1",1,1
"133",133,20,24,1.35,0,1.7873,1,1,"S1",1,1
"134",134,20,3,2.55,1,2.6866,1,2,"S1",1,1
"135",135,20,58,1.35,0,3.0096,1,1,"S1",1,1
"136",136,20,75,1.35,0,2.0467,1,1,"S1",1,1
"137",137,20,3,1.35,1,2.3088,2,1,"S1",1,1
"138",138,20,45,1.55,0,3.6249,2,2,"S1",1,1
"139",139,20,1,1.25,0,1.3032,2,2,"S1",1,1
"140",140,20,13,2.05,1,2.1831,2,1,"S1",1,1
"141",141,20,75,3.45,1,1.5973,1,2,"S1",1,1
"142",142,20,122,3.85,1,4.5567,2,1,"S1",1,1
"143",143,20,7,1.35,1,3.1287,1,2,"S1",1,1
"144",144,20,45,1.9,0,2.5127,2,2,"S1",1,1
"145",145,20,45,2.25,0,2.6057,1,1,"S1",1,1
"146",146,20,75,2.55,1,2.883,1,2,"S1",1,1
"147",147,20,13,1.25,0,2.5205,1,1,"S1",1,1
"148",148,20,7,1.15,1,5.2191,2,1,"S1",1,1
"149",149,20,122,1.35,0,2.2906,2,2,"S1",1,1
"150",150,20,32,1.25,0,2.4705,1,1,"S1",1,1
"151",151,20,32,1.45,0,2.6814,1,1,"S1",1,1
"152",152,20,1,1.45,1,4.0503,1,2,"S1",1,1
"153",153,20,1,2.85,1,4.0268,1,2,"S1",1,1
"154",154,20,7,3.45,1,1.2645,2,1,"S1",1,1
"155",155,20,3,2.85,1,1.6371,2,1,"S1",1,1
"156",156,20,1,1.65,1,1.5625,2,1,"S1",1,1
"157",157,20,3,1.85,1,1.4003,2,1,"S1",1,1
"158",158,20,24,1.15,0,1.8391,2,2,"S1",1,1
"159",159,20,122,2.25,0,1.03,1,1,"S1",1,1
"160",160,20,7,1.055,0,2.767,2,2,"S1",1,1
"161",161,20,58,1.65,0,1.9116,2,2,"S1",1,1
"162",162,20,3,2.25,1,2.9326,1,2,"S1",1,1
"163",163,20,75,2.05,0,1.8878,1,1,"S1",1,1
"164",164,20,13,1.35,0,3.3636,2,2,"S1",1,1
"165",165,20,24,1.055,0,1.6935,1,1,"S1",1,1
"166",166,20,32,2.05,1,2.8295,2,1,"S1",1,1
"167",167,20,1,2.05,1,1.2995,2,1,"S1",1,1
"168",168,20,3,1.65,1,1.2793,2,1,"S1",1,1
"169",169,20,3,1.055,0,2.6653,2,2,"S1",1,1
"170",170,20,1,1.055,1,4.3044,2,1,"S1",1,1
"171",1,20,118,3.1,1,3.7158,2,1,"S2",1,0
"172",2,20,4,1.33,1,5.4891,2,1,"S2",1,0
"173",3,20,23,2.07,1,4.6026,2,1,"S2",1,0
"174",4,20,50,2.07,1,4.3387,1,2,"S2",1,0
"175",5,20,118,1.2,0,2.4738,2,2,"S2",1,0
"176",6,20,4,3.5,1,1.7245,2,1,"S2",1,0
"177",7,20,6,1.2,1,4.8351,1,2,"S2",1,0
"178",8,20,4,1.025,0,1.6346,2,2,"S2",1,0
"179",9,20,62,2.07,1,3.933,2,1,"S2",1,0
"180",10,20,118,1.025,0,1.689,1,1,"S2",1,0
"181",11,20,50,2.3,1,4.0474,1,2,"S2",1,0
"182",12,20,62,1.2,0,1.7174,1,1,"S2",1,0
"183",13,20,29,1.7,1,4.5654,2,1,"S2",1,0
"184",14,20,62,1.025,0,1.6734,2,2,"S2",1,0
"185",15,20,118,1.5,0,2.0217,1,1,"S2",1,0
"186",16,20,118,3.8,1,5.5277,1,2,"S2",1,0
"187",17,20,4,1.085,0,1.5588,2,2,"S2",1,0
"188",18,20,73,1.5,0,2.6191,2,2,"S2",1,0
"189",19,20,23,1.2,0,3.5473,2,2,"S2",1,0
"190",20,20,6,3.1,1,1.6698,2,1,"S2",1,0
"191",21,20,50,2.8,1,8.4355,1,2,"S2",1,0
"192",22,20,62,1.085,0,1.4314,2,2,"S2",1,0
"193",23,20,6,1.33,0,1.9572,1,1,"S2",1,0
"194",24,20,50,3.1,1,3.8588,2,1,"S2",1,0
"195",25,20,14,1.2,0,2.13,1,1,"S2",1,0
"196",26,20,29,2.8,1,3.449,1,2,"S2",1,0
"197",27,20,62,1.9,0,4.6904,1,1,"S2",1,0
"198",28,20,73,1.9,0,2.6055,2,2,"S2",1,0
"199",29,20,14,1.085,0,1.336,2,2,"S2",1,0
"200",30,20,14,3.5,1,1.1899,1,2,"S2",1,0
"201",31,20,6,1.5,1,3.8271,1,2,"S2",1,0
"202",32,20,23,1.2,0,2.5951,2,2,"S2",1,0
"203",33,20,62,3.8,1,3.184,1,2,"S2",1,0
"204",34,20,29,1.5,0,3.8703,2,2,"S2",1,0
"205",35,20,4,1.2,0,1.6422,1,1,"S2",1,0
"206",36,20,4,3.1,1,2.3016,1,2,"S2",1,0
"207",37,20,23,1.08,0,1.689,1,1,"S2",1,0
"208",38,20,2,2.07,1,2.0148,1,2,"S2",1,0
"209",39,20,29,1.83,1,4.1321,2,1,"S2",1,0
"210",40,20,118,1.47,0,1.917,1,1,"S2",1,0
"211",41,20,73,2.3,0,3.0488,1,1,"S2",1,0
"212",42,20,73,1.02,0,1.7108,1,1,"S2",1,0
"213",43,20,23,3.8,1,2.8832,1,2,"S2",1,0
"214",44,20,29,1.2,0,1.8269,1,1,"S2",1,0
"215",45,20,50,1.2,0,2.0982,2,2,"S2",1,0
"216",46,20,73,1.47,0,3.6655,1,1,"S2",1,0
"217",47,20,62,1.5,0,2.5445,2,2,"S2",1,0
"218",48,20,29,2.3,1,4.3344,1,2,"S2",1,0
"219",49,20,118,1.33,0,1.3858,1,1,"S2",1,0
"220",50,20,50,1.9,0,3.5333,2,2,"S2",1,0
"221",51,20,4,1.2,0,3.099,2,2,"S2",1,0
"222",52,20,6,1.08,0,1.3836,2,2,"S2",1,0
"223",53,20,2,2.5,1,2.766,1,2,"S2",1,0
"224",54,20,118,2.5,0,6.158,2,2,"S2",1,0
"225",55,20,6,2.07,1,2.0043,1,2,"S2",1,0
"226",56,20,23,2.3,1,2.5999,1,2,"S2",1,0
"227",57,20,118,2.3,0,1.5871,1,1,"S2",1,0
"228",58,20,23,1.47,0,2.5719,1,1,"S2",1,0
"229",59,20,62,2.3,0,6.2443,2,2,"S2",1,0
"230",60,20,50,1.47,0,7.0336,2,2,"S2",1,0
"231",61,20,62,3.5,1,1.7362,2,1,"S2",1,0
"232",62,20,4,2.07,1,2.1376,2,1,"S2",1,0
"233",63,20,73,3.1,1,6.4026,2,1,"S2",1,0
"234",64,20,14,3.8,1,1.5955,1,2,"S2",1,0
"235",65,20,2,3.8,1,1.4985,1,2,"S2",1,0
"236",66,20,29,1.025,0,2.1597,1,1,"S2",1,0
"237",67,20,118,1.7,0,1.5645,2,2,"S2",1,0
"238",68,20,62,2.8,0,5.7555,2,2,"S2",1,0
"239",69,20,2,3.1,1,3.2801,2,1,"S2",1,0
"240",70,20,118,1.9,0,1.6416,2,2,"S2",1,0
"241",71,20,50,1.33,0,1.8042,1,1,"S2",1,0
"242",72,20,23,3.5,1,1.5181,1,2,"S2",1,0
"243",73,20,2,2.3,1,3.5043,2,1,"S2",1,0
"244",74,20,2,1.9,1,1.9032,2,1,"S2",1,0
"245",75,20,6,1.7,1,3.798,2,1,"S2",1,0
"246",76,20,118,1.085,0,1.4226,2,2,"S2",1,0
"247",77,20,29,3.5,1,2.1805,2,1,"S2",1,0
"248",78,20,23,3.1,1,3.146,2,1,"S2",1,0
"249",79,20,6,3.8,1,2.409,1,2,"S2",1,0
"250",80,20,50,1.2,0,1.7909,1,1,"S2",1,0
"251",81,20,14,1.33,0,2.4583,2,2,"S2",1,0
"252",82,20,4,2.3,1,1.6608,2,1,"S2",1,0
"253",83,20,2,2.8,1,1.3808,2,1,"S2",1,0
"254",84,20,29,1.085,0,1.4806,1,1,"S2",1,0
"255",85,20,62,1.33,0,1.708,1,1,"S2",1,0
"256",86,20,29,3.8,1,1.6222,2,1,"S2",1,0
"257",87,20,6,1.83,1,3.9693,2,1,"S2",1,0
"258",88,20,2,1.47,0,1.2188,2,2,"S2",1,0
"259",89,20,6,1.47,1,3.133,1,2,"S2",1,0
"260",90,20,29,1.33,0,3.9406,2,2,"S2",1,0
"261",91,20,50,1.5,0,2.2776,2,2,"S2",1,0
"262",92,20,62,1.7,0,1.5237,2,2,"S2",1,0
"263",93,20,118,2.8,0,1.3789,1,1,"S2",1,0
"264",94,20,4,1.7,1,1.8288,1,2,"S2",1,0
"265",95,20,6,2.8,1,2.4339,2,1,"S2",1,0
"266",96,20,6,2.5,1,5.5467,1,2,"S2",1,0
"267",97,20,73,2.07,0,1.8015,2,2,"S2",1,0
"268",98,20,29,2.07,1,4.8522,1,2,"S2",1,0
"269",99,20,4,1.9,1,2.1359,2,1,"S2",1,0
"270",100,20,2,1.2,1,3.8501,1,2,"S2",1,0
"271",101,20,73,1.2,0,1.5326,1,1,"S2",1,0
"272",102,20,50,3.8,1,1.8382,2,1,"S2",1,0
"273",103,20,62,2.5,1,7.0194,1,2,"S2",1,0
"274",104,20,14,3.1,1,1.3793,2,1,"S2",1,0
"275",105,20,2,1.5,1,3.476,2,1,"S2",1,0
"276",106,20,50,1.08,0,1.5871,1,1,"S2",1,0
"277",107,20,14,2.07,1,3.3958,1,2,"S2",1,0
"278",108,20,118,2.07,0,1.4499,2,2,"S2",1,0
"279",109,20,2,1.2,1,2.0194,2,1,"S2",1,0
"280",110,20,23,1.5,0,5.3236,1,1,"S2",1,0
"281",111,20,14,2.3,1,1.6174,2,1,"S2",1,0
"282",112,20,2,1.33,0,3.1859,1,1,"S2",1,0
"283",113,20,6,1.2,0,3.1851,2,2,"S2",1,0
"284",114,20,4,1.5,1,1.6693,1,2,"S2",1,0
"285",115,20,23,2.8,1,2.3775,2,1,"S2",1,0
"286",116,20,23,1.33,0,1.8776,2,2,"S2",1,0
"287",117,20,6,3.5,1,2.6439,1,2,"S2",1,0
"288",118,20,50,1.7,0,1.5903,1,1,"S2",1,0
"289",119,20,23,1.7,0,3.2235,1,1,"S2",1,0
"290",120,20,14,1.2,0,2.3386,1,1,"S2",1,0
"291",121,20,14,2.5,1,2.303,2,1,"S2",1,0
"292",122,20,6,1.9,1,1.9528,2,1,"S2",1,0
"293",123,20,118,3.5,1,3.6965,2,1,"S2",1,0
"294",124,20,73,3.5,1,2.3328,2,1,"S2",1,0
"295",125,20,29,1.2,0,2.9299,2,2,"S2",1,0
"296",126,20,4,1.47,1,1.6802,1,2,"S2",1,0
"297",127,20,50,1.02,0,1.4982,1,1,"S2",1,0
"298",128,20,29,2.5,1,1.3839,2,1,"S2",1,0
"299",129,20,2,1.7,1,2.7087,2,1,"S2",1,0
"300",130,20,62,1.83,0,2.4287,2,2,"S2",1,0
"301",131,20,14,1.5,0,3.8604,1,1,"S2",1,0
"302",132,20,73,2.5,1,6.6298,2,1,"S2",1,0
"303",133,20,14,1.7,1,6.1946,2,1,"S2",1,0
"304",134,20,6,2.3,1,1.5166,2,1,"S2",1,0
"305",135,20,4,2.5,1,0.9577,2,1,"S2",1,0
"306",136,20,6,1.02,0,1.6806,2,2,"S2",1,0
"307",137,20,23,1.02,0,1.2012,1,1,"S2",1,0
"308",138,20,73,1.83,0,1.7446,2,2,"S2",1,0
"309",139,20,14,2.8,1,1.9247,1,2,"S2",1,0
"310",140,20,14,1.83,1,4.4674,1,2,"S2",1,0
"311",141,20,23,1.83,0,3.1008,2,2,"S2",1,0
"312",142,20,73,1.33,0,3.1034,2,2,"S2",1,0
"313",143,20,62,1.2,0,1.4757,2,2,"S2",1,0
"314",144,20,29,1.47,1,3.5697,1,2,"S2",1,0
"315",145,20,118,1.2,0,1.9848,2,2,"S2",1,0
"316",146,20,14,1.025,0,3.3059,2,2,"S2",1,0
"317",147,20,50,1.83,0,1.4043,1,1,"S2",1,0
"318",148,20,14,1.47,1,2.7996,1,2,"S2",1,0
"319",149,20,2,1.02,0,2.7043,1,1,"S2",1,0
"320",150,20,14,1.9,1,2.1843,2,1,"S2",1,0
"321",151,20,23,1.9,1,2.7538,2,1,"S2",1,0
"322",152,20,62,1.47,0,1.5808,1,1,"S2",1,0
"323",153,20,118,1.83,0,2.0504,1,1,"S2",1,0
"324",154,20,29,1.9,1,1.8216,2,1,"S2",1,0
"325",155,20,50,2.5,1,4.6957,2,1,"S2",1,0
"326",156,20,2,3.5,1,1.1884,1,2,"S2",1,0
"327",157,20,23,2.5,1,3.7634,1,2,"S2",1,0
"328",158,20,4,1.83,1,2.4035,2,1,"S2",1,0
"329",159,20,2,1.83,1,2.8314,1,2,"S2",1,0
"330",160,20,73,2.8,1,3.6479,1,2,"S2",1,0
"331",161,20,4,3.8,1,1.5627,2,1,"S2",1,0
"332",162,20,73,1.08,0,1.1022,1,1,"S2",1,0
"333",163,20,73,3.8,1,1.719,1,2,"S2",1,0
"334",164,20,4,2.8,1,2.2837,1,2,"S2",1,0
"335",165,20,62,3.1,1,2.6661,1,2,"S2",1,0
"336",166,20,29,3.1,1,2.3767,1,2,"S2",1,0
"337",167,20,50,3.5,1,1.1693,1,2,"S2",1,0
"338",168,20,73,1.2,0,6.236,2,2,"S2",1,0
"339",169,20,2,1.08,0,1.5136,1,1,"S2",1,0
"340",170,20,73,1.7,0,1.8837,1,1,"S2",1,0
"341",1,20,122,3.05,0,3.0311,2,2,"S1",2,1
"342",2,20,3,1.05,0,2.0215,2,2,"S1",2,1
"343",3,20,7,1.9,0,6.8192,1,1,"S1",2,1
"344",4,20,32,2.85,0,1.5614,1,1,"S1",2,1
"345",5,20,75,2.25,0,1.4196,1,1,"S1",2,1
"346",6,20,13,1.05,0,1.9288,2,2,"S1",2,1
"347",7,20,24,2.55,0,1.6627,1,1,"S1",2,1
"348",8,20,13,2.55,0,1.7932,2,2,"S1",2,1
"349",9,20,75,1.9,0,1.6513,1,1,"S1",2,1
"350",10,20,24,1.35,0,1.6234,2,2,"S1",2,1
"351",11,20,1,2.55,1,2.3289,2,1,"S1",2,1
"352",12,20,58,1.15,0,1.9361,1,1,"S1",2,1
"353",13,20,75,1.35,0,1.2375,1,1,"S1",2,1
"354",14,20,32,1.45,0,1.5823,1,1,"S1",2,1
"355",15,20,32,3.05,0,1.4383,2,2,"S1",2,1
"356",16,20,58,3.45,0,1.2807,1,1,"S1",2,1
"357",17,20,32,1.15,0,1.9015,2,2,"S1",2,1
"358",18,20,13,2.25,0,1.9842,1,1,"S1",2,1
"359",19,20,7,3.45,1,3.2082,2,1,"S1",2,1
"360",20,20,58,1.9,0,2.3525,2,2,"S1",2,1
"361",21,20,3,2.05,1,1.9661,1,2,"S1",2,1
"362",22,20,75,3.85,0,1.2672,2,2,"S1",2,1
"363",23,20,32,1.55,0,1.5833,1,1,"S1",2,1
"364",24,20,1,1.65,1,2.4576,1,2,"S1",2,1
"365",25,20,122,1.05,0,1.503,1,1,"S1",2,1
"366",26,20,122,2.85,0,1.6024,1,1,"S1",2,1
"367",27,20,122,1.15,0,1.5152,1,1,"S1",2,1
"368",28,20,75,1.05,0,1.3811,1,1,"S1",2,1
"369",29,20,3,1.55,1,3.2164,1,2,"S1",2,1
"370",30,20,58,2.85,0,1.6513,2,2,"S1",2,1
"371",31,20,24,1.15,0,1.3807,1,1,"S1",2,1
"372",32,20,7,3.85,1,2.3976,2,1,"S1",2,1
"373",33,20,13,1.45,0,2.0955,2,2,"S1",2,1
"374",34,20,32,1.05,0,1.1834,1,1,"S1",2,1
"375",35,20,3,2.55,1,1.7125,2,1,"S1",2,1
"376",36,20,13,2.05,0,1.7735,2,2,"S1",2,1
"377",37,20,7,1.45,0,2.0444,2,2,"S1",2,1
"378",38,20,45,1.35,0,1.3549,1,1,"S1",2,1
"379",39,20,1,1.15,1,1.6489,1,2,"S1",2,1
"380",40,20,13,1.15,0,1.3281,2,2,"S1",2,1
"381",41,20,32,2.25,0,1.0567,2,2,"S1",2,1
"382",42,20,1,2.25,1,1.2605,2,1,"S1",2,1
"383",43,20,3,1.25,0,1.7231,1,1,"S1",2,1
"384",44,20,7,1.15,0,1.4899,1,1,"S1",2,1
"385",45,20,45,1.25,0,1.3812,1,1,"S1",2,1
"386",46,20,58,1.45,0,1.5064,2,2,"S1",2,1
"387",47,20,75,2.55,0,1.1526,1,1,"S1",2,1
"388",48,20,122,2.55,0,0.9563,2,2,"S1",2,1
"389",49,20,24,1.9,0,1.8519,2,2,"S1",2,1
"390",50,20,45,1.45,0,0.9819,2,2,"S1",2,1
"391",51,20,58,2.05,0,1.6532,1,1,"S1",2,1
"392",52,20,13,1.55,0,1.444,2,2,"S1",2,1
"393",53,20,13,1.055,0,1.6664,2,2,"S1",2,1
"394",54,20,58,1.55,0,0.8261,2,2,"S1",2,1
"395",55,20,122,2.05,0,1.2221,1,1,"S1",2,1
"396",56,20,1,2.85,1,1.9904,1,2,"S1",2,1
"397",57,20,45,2.25,0,1.3126,1,1,"S1",2,1
"398",58,20,45,1.05,0,1.5697,1,1,"S1",2,1
"399",59,20,122,1.45,0,1.088,1,1,"S1",2,1
"400",60,20,32,1.35,0,1.3497,2,2,"S1",2,1
"401",61,20,7,2.25,0,1.651,1,1,"S1",2,1
"402",62,20,24,1.55,0,1.405,2,2,"S1",2,1
"403",63,20,45,1.65,0,1.4159,2,2,"S1",2,1
"404",64,20,3,3.45,1,1.277,1,2,"S1",2,1
"405",65,20,75,1.55,0,1.3358,1,1,"S1",2,1
"406",66,20,3,1.15,0,2.3317,2,2,"S1",2,1
"407",67,20,75,3.45,0,1.0103,2,2,"S1",2,1
"408",68,20,75,2.05,0,1.3261,1,1,"S1",2,1
"409",69,20,24,2.05,0,1.0804,2,2,"S1",2,1
"410",70,20,3,2.85,1,1.5473,2,1,"S1",2,1
"411",71,20,58,1.65,0,1.2991,2,2,"S1",2,1
"412",72,20,32,3.85,0,1.018,1,1,"S1",2,1
"413",73,20,122,1.85,0,1.4331,2,2,"S1",2,1
"414",74,20,45,1.85,0,1.4838,2,2,"S1",2,1
"415",75,20,7,1.05,0,1.4078,1,1,"S1",2,1
"416",76,20,122,3.45,0,1.0741,1,1,"S1",2,1
"417",77,20,75,1.15,0,1.3343,1,1,"S1",2,1
"418",78,20,122,3.85,0,1.1295,1,1,"S1",2,1
"419",79,20,32,1.9,0,1.2749,2,2,"S1",2,1
"420",80,20,7,2.55,0,2.3941,1,1,"S1",2,1
"421",81,20,1,3.45,1,1.2755,2,1,"S1",2,1
"422",82,20,13,1.9,0,1.3785,1,1,"S1",2,1
"423",83,20,3,3.85,1,1.2602,2,1,"S1",2,1
"424",84,20,1,1.55,1,1.8788,1,2,"S1",2,1
"425",85,20,13,1.25,0,1.1503,1,1,"S1",2,1
"426",86,20,7,1.55,0,1.4312,2,2,"S1",2,1
"427",87,20,7,2.05,0,1.4375,1,1,"S1",2,1
"428",88,20,24,2.25,0,0.8984,2,2,"S1",2,1
"429",89,20,24,2.85,0,1.0547,2,2,"S1",2,1
"430",90,20,32,1.25,0,1.0225,1,1,"S1",2,1
"431",91,20,13,3.45,0,3.6766,2,2,"S1",2,1
"432",92,20,45,1.9,0,1.214,1,1,"S1",2,1
"433",93,20,45,3.05,0,1.0776,1,1,"S1",2,1
"434",94,20,3,2.25,1,1.2792,2,1,"S1",2,1
"435",95,20,32,1.055,0,1.2733,2,2,"S1",2,1
"436",96,20,13,1.85,0,1.3443,1,1,"S1",2,1
"437",97,20,32,3.45,0,1.4574,2,2,"S1",2,1
