"","trial","val_basic","delay","val_prc","response","RT","respSide","sideNOW","Version","loopID","Context"
"4312",62,20,62,1.9,0,0.9811,1,1,"S2",13,0
"4313",63,20,73,2.3,0,0.7727,1,1,"S2",13,0
"4314",64,20,4,1.2,0,1.3405,1,1,"S2",13,0
"4315",65,20,2,2.07,1,1.6497,2,1,"S2",13,0
"4316",66,20,6,3.8,1,1.405,2,1,"S2",13,0
"4317",67,20,6,2.3,1,1.4726,2,1,"S2",13,0
"4318",68,20,50,1.5,0,1.3473,2,2,"S2",13,0
"4319",69,20,62,1.33,0,0.8249,2,2,"S2",13,0
"4320",70,20,23,1.7,0,1.1153,2,2,"S2",13,0
"4321",71,20,14,2.8,0,0.629,1,1,"S2",13,0
"4322",72,20,118,3.8,0,0.6207,2,2,"S2",13,0
"4323",73,20,29,1.085,0,0.8427,1,1,"S2",13,0
"4324",74,20,50,1.2,0,0.9019,1,1,"S2",13,0
"4325",75,20,62,2.3,0,1.7651,2,2,"S2",13,0
"4326",76,20,29,3.8,0,1.5597,2,2,"S2",13,0
"4327",77,20,2,1.33,0,1.403,1,1,"S2",13,0
"4328",78,20,29,1.2,0,1.0413,1,1,"S2",13,0
"4329",79,20,2,1.08,0,1.0803,2,2,"S2",13,0
"4330",80,20,50,2.5,0,1.1078,2,2,"S2",13,0
"4331",81,20,14,2.07,0,1.7948,2,2,"S2",13,0
"4332",82,20,118,1.83,0,0.9017,1,1,"S2",13,0
"4333",83,20,6,1.02,0,0.6631,2,2,"S2",13,0
"4334",84,20,23,2.07,0,0.897,2,2,"S2",13,0
"4335",85,20,6,2.5,1,1.0637,1,2,"S2",13,0
"4336",86,20,118,1.5,0,0.8948,1,1,"S2",13,0
"4337",87,20,29,1.2,0,1.2386,1,1,"S2",13,0
"4338",88,20,73,1.5,0,0.8858,2,2,"S2",13,0
"4339",89,20,4,1.7,1,2.3115,1,2,"S2",13,0
"4340",90,20,29,2.8,0,2.3946,1,1,"S2",13,0
"4341",91,20,50,3.8,0,1.3844,2,2,"S2",13,0
"4342",92,20,23,2.3,0,0.8756,1,1,"S2",13,0
"4343",93,20,23,1.83,0,1.0229,1,1,"S2",13,0
"4344",94,20,4,1.33,0,1.3481,1,1,"S2",13,0
"4345",95,20,6,1.9,1,1.7182,1,2,"S2",13,0
"4346",96,20,4,1.025,0,1.1915,1,1,"S2",13,0
"4347",97,20,118,1.7,0,1.0434,2,2,"S2",13,0
"4348",98,20,14,1.83,0,0.9499,1,1,"S2",13,0
"4349",99,20,62,1.5,0,1.3234,2,2,"S2",13,0
"4350",100,20,118,2.8,0,1.0699,1,1,"S2",13,0
"4351",101,20,2,2.3,1,0.971,1,2,"S2",13,0
"4352",102,20,29,1.5,0,0.7061,2,2,"S2",13,0
"4353",103,20,50,3.5,0,0.8869,2,2,"S2",13,0
"4354",104,20,118,1.085,0,0.7012,2,2,"S2",13,0
"4355",105,20,14,2.3,0,1.5425,2,2,"S2",13,0
"4356",106,20,50,2.8,0,0.9684,1,1,"S2",13,0
"4357",107,20,23,1.47,0,0.5851,2,2,"S2",13,0
"4358",108,20,29,2.5,0,0.8072,2,2,"S2",13,0
"4359",109,20,50,1.2,0,0.8648,1,1,"S2",13,0
"4360",110,20,62,1.2,0,0.7805,2,2,"S2",13,0
"4361",111,20,73,1.2,0,0.8393,1,1,"S2",13,0
"4362",112,20,50,2.3,0,0.8955,2,2,"S2",13,0
"4363",113,20,62,3.5,0,0.5967,2,2,"S2",13,0
"4364",114,20,14,1.9,0,0.9839,1,1,"S2",13,0
"4365",115,20,2,3.5,1,1.0619,1,2,"S2",13,0
"4366",116,20,14,1.33,0,0.9044,1,1,"S2",13,0
"4367",117,20,23,1.9,0,0.9313,1,1,"S2",13,0
"4368",118,20,73,2.07,0,0.9661,2,2,"S2",13,0
"4369",119,20,50,1.9,0,0.8348,1,1,"S2",13,0
"4370",120,20,4,1.5,0,1.1833,1,1,"S2",13,0
"4371",121,20,23,1.2,0,1.0669,1,1,"S2",13,0
"4372",122,20,23,1.5,0,0.6917,2,2,"S2",13,0
"4373",123,20,14,1.2,0,1.0143,2,2,"S2",13,0
"4374",124,20,4,1.47,0,1.5287,1,1,"S2",13,0
"4375",125,20,118,3.5,0,0.8747,1,1,"S2",13,0
"4376",126,20,118,1.2,0,0.5419,2,2,"S2",13,0
"4377",127,20,2,3.1,1,1.2124,2,1,"S2",13,0
"4378",128,20,73,1.33,0,1.3685,2,2,"S2",13,0
"4379",129,20,14,1.47,0,0.7089,2,2,"S2",13,0
"4380",130,20,4,2.3,1,1.8995,2,1,"S2",13,0
"4381",131,20,14,1.025,0,1.1917,2,2,"S2",13,0
"4382",132,20,62,3.1,0,1.2929,2,2,"S2",13,0
"4383",133,20,14,2.5,0,2.1068,1,1,"S2",13,0
"4384",134,20,14,1.7,0,0.9206,2,2,"S2",13,0
"4385",135,20,118,3.1,0,0.5384,2,2,"S2",13,0
"4386",136,20,62,1.47,0,1.0382,1,1,"S2",13,0
"4387",137,20,6,1.08,0,1.445,1,1,"S2",13,0
"4388",138,20,62,1.085,0,0.7212,1,1,"S2",13,0
"4389",139,20,2,1.2,0,1.1543,1,1,"S2",13,0
"4390",140,20,4,1.9,1,1.5765,2,1,"S2",13,0
"4391",141,20,23,1.02,0,0.7693,2,2,"S2",13,0
"4392",142,20,4,2.5,1,0.9475,1,2,"S2",13,0
"4393",143,20,29,1.025,0,2.1242,1,1,"S2",13,0
"4394",144,20,2,1.5,0,1.4497,1,1,"S2",13,0
"4395",145,20,4,1.83,0,1.295,1,1,"S2",13,0
"4396",146,20,50,3.1,0,1.3436,1,1,"S2",13,0
"4397",147,20,29,1.7,0,1.1715,1,1,"S2",13,0
"4398",148,20,29,1.33,0,0.745,1,1,"S2",13,0
"4399",149,20,62,1.83,0,0.745,1,1,"S2",13,0
"4400",150,20,29,3.1,0,0.8503,2,2,"S2",13,0
"4401",151,20,73,3.8,0,1.3902,2,2,"S2",13,0
"4402",152,20,118,2.3,0,1.2317,2,2,"S2",13,0
"4403",153,20,73,1.7,0,0.8904,2,2,"S2",13,0
"4404",154,20,4,2.8,1,0.9104,1,2,"S2",13,0
"4405",155,20,6,1.2,0,1.2557,1,1,"S2",13,0
"4406",156,20,4,1.2,0,0.8022,2,2,"S2",13,0
"4407",157,20,73,2.8,0,0.864,2,2,"S2",13,0
"4408",158,20,73,2.5,0,0.8763,1,1,"S2",13,0
"4409",159,20,2,1.47,0,1.2087,1,1,"S2",13,0
"4410",160,20,4,3.5,1,1.1214,1,2,"S2",13,0
"4411",161,20,62,1.025,0,0.9005,2,2,"S2",13,0
"4412",162,20,6,1.5,0,1.2572,1,1,"S2",13,0
"4413",163,20,2,1.83,0,1.0758,1,1,"S2",13,0
"4414",164,20,73,1.9,0,1.2033,1,1,"S2",13,0
"4415",165,20,6,1.33,0,1.0694,1,1,"S2",13,0
"4416",166,20,62,2.8,0,1.0802,2,2,"S2",13,0
"4417",167,20,62,3.8,0,0.9763,2,2,"S2",13,0
"4418",168,20,73,1.08,0,0.7093,2,2,"S2",13,0
"4419",169,20,50,1.7,0,0.7349,2,2,"S2",13,0
"4420",170,20,73,1.47,0,0.6299,2,2,"S2",13,0
"4421",1,20,58,2.85,1,5.0579,2,1,"S1",14,0
"4422",2,20,7,1.9,1,1.8002,1,2,"S1",14,0
"4423",3,20,3,1.15,1,2.668,2,1,"S1",14,0
"4424",4,20,7,1.85,1,1.2253,2,1,"S1",14,0
"4425",5,20,122,1.25,0,4.881,1,1,"S1",14,0
"4426",6,20,3,3.05,1,2.3241,1,2,"S1",14,0
"4427",7,20,58,1.25,1,4.0807,1,2,"S1",14,0
"4428",8,20,1,1.05,0,2.7949,1,1,"S1",14,0
"4429",9,20,75,1.85,0,9e-04,1,1,"S1",14,0
"4430",10,20,1,1.35,1,2.4064,1,2,"S1",14,0
"4431",11,20,122,2.55,1,2.8477,1,2,"S1",14,0
"4432",12,20,7,2.55,1,1.0436,2,1,"S1",14,0
"4433",13,20,45,1.15,0,2.7956,2,2,"S1",14,0
"4434",14,20,7,1.05,0,1.8485,1,1,"S1",14,0
"4435",15,20,13,1.55,1,1.9111,1,2,"S1",14,0
"4436",16,20,1,3.85,1,2.6898,1,2,"S1",14,0
"4437",17,20,3,1.35,1,1.6182,2,1,"S1",14,0
"4438",18,20,7,1.15,1,2.6598,1,2,"S1",14,0
"4439",19,20,32,1.25,1,1.4518,2,1,"S1",14,0
"4440",20,20,24,1.055,1,0.9649,1,2,"S1",14,0
"4441",21,20,45,1.65,1,1.0114,2,1,"S1",14,0
"4442",22,20,13,2.55,1,0.8823,2,1,"S1",14,0
"4443",23,20,7,1.35,1,1.7381,2,1,"S1",14,0
"4444",24,20,24,3.05,1,2.4949,1,2,"S1",14,0
"4445",25,20,45,3.85,1,2.1134,1,2,"S1",14,0
"4446",26,20,3,3.85,1,1.4573,2,1,"S1",14,0
"4447",27,20,45,3.45,1,0.8063,1,2,"S1",14,0
"4448",28,20,13,1.9,1,2.3379,1,2,"S1",14,0
"4449",29,20,32,1.9,1,1.7547,2,1,"S1",14,0
"4450",30,20,13,1.15,1,3.0641,2,1,"S1",14,0
"4451",31,20,24,1.9,1,1.4642,2,1,"S1",14,0
"4452",32,20,1,1.055,0,2.0221,1,1,"S1",14,0
"4453",33,20,32,3.05,1,3.4962,2,1,"S1",14,0
"4454",34,20,1,1.9,1,0.7929,2,1,"S1",14,0
"4455",35,20,58,2.55,1,1.6342,2,1,"S1",14,0
"4456",36,20,24,1.55,1,1.2013,1,2,"S1",14,0
"4457",37,20,32,2.25,1,1.2887,1,2,"S1",14,0
"4458",38,20,75,1.65,1,2.3397,2,1,"S1",14,0
"4459",39,20,3,1.85,1,0.8581,1,2,"S1",14,0
"4460",40,20,3,1.05,0,1.83,1,1,"S1",14,0
"4461",41,20,13,3.45,1,1.2767,1,2,"S1",14,0
"4462",42,20,75,3.85,1,2.3498,2,1,"S1",14,0
"4463",43,20,3,2.55,1,1.1659,2,1,"S1",14,0
"4464",44,20,75,3.05,1,0.7639,2,1,"S1",14,0
"4465",45,20,1,3.05,1,1.2419,1,2,"S1",14,0
"4466",46,20,24,1.15,1,1.9163,2,1,"S1",14,0
"4467",47,20,75,1.15,1,1.3583,1,2,"S1",14,0
"4468",48,20,1,3.45,1,1.6358,1,2,"S1",14,0
"4469",49,20,24,2.25,1,1.542,2,1,"S1",14,0
"4470",50,20,75,1.05,0,2.5053,2,2,"S1",14,0
"4471",51,20,13,1.85,1,1.2118,2,1,"S1",14,0
"4472",52,20,32,1.65,1,2.0081,2,1,"S1",14,0
"4473",53,20,122,1.85,0,4.9042,2,2,"S1",14,0
"4474",54,20,75,1.55,1,2.2673,1,2,"S1",14,0
"4475",55,20,24,1.85,1,1.0289,2,1,"S1",14,0
"4476",56,20,75,2.55,1,1.5344,1,2,"S1",14,0
"4477",57,20,24,2.85,1,1.748,1,2,"S1",14,0
"4478",58,20,75,1.45,1,1.459,2,1,"S1",14,0
"4479",59,20,24,2.05,1,1.3119,2,1,"S1",14,0
"4480",60,20,58,3.85,1,1.4162,2,1,"S1",14,0
"4481",61,20,1,1.55,1,1.1574,1,2,"S1",14,0
"4482",62,20,58,3.45,1,1.7684,1,2,"S1",14,0
"4483",63,20,45,1.45,1,1.6413,2,1,"S1",14,0
"4484",64,20,7,1.65,1,1.1134,1,2,"S1",14,0
"4485",65,20,7,2.05,1,1.2568,2,1,"S1",14,0
"4486",66,20,58,1.35,1,2.4714,1,2,"S1",14,0
"4487",67,20,24,1.05,0,3.6841,1,1,"S1",14,0
"4488",68,20,45,1.55,1,2.0087,1,2,"S1",14,0
"4489",69,20,58,1.65,1,1.8994,2,1,"S1",14,0
"4490",70,20,58,1.05,0,1.8605,2,2,"S1",14,0
"4491",71,20,45,1.85,1,1.7128,2,1,"S1",14,0
"4492",72,20,75,1.35,1,2.1946,1,2,"S1",14,0
"4493",73,20,45,1.25,1,1.8606,1,2,"S1",14,0
"4494",74,20,7,3.85,1,1.6735,1,2,"S1",14,0
"4495",75,20,45,1.35,1,2.099,1,2,"S1",14,0
"4496",76,20,7,3.45,1,2.3103,2,1,"S1",14,0
"4497",77,20,32,1.05,0,1.3363,2,2,"S1",14,0
"4498",78,20,75,1.25,1,2.9936,2,1,"S1",14,0
"4499",79,20,32,3.45,1,2.8477,2,1,"S1",14,0
"4500",80,20,13,1.65,1,1.4791,1,2,"S1",14,0
"4501",81,20,32,2.05,1,1.7093,1,2,"S1",14,0
"4502",82,20,1,1.45,1,1.1413,1,2,"S1",14,0
"4503",83,20,13,2.05,1,0.9247,2,1,"S1",14,0
"4504",84,20,24,1.25,1,1.7503,2,1,"S1",14,0
"4505",85,20,7,1.45,1,2.3543,2,1,"S1",14,0
"4506",86,20,7,1.055,0,2.2359,2,2,"S1",14,0
"4507",87,20,7,2.85,1,1.063,2,1,"S1",14,0
"4508",88,20,58,1.055,0,1.6704,1,1,"S1",14,0
"4509",89,20,32,1.055,0,2.0024,1,1,"S1",14,0
"4510",90,20,75,1.9,1,2.3775,2,1,"S1",14,0
"4511",91,20,58,2.05,1,1.1121,2,1,"S1",14,0
"4512",92,20,13,1.45,1,2.4908,2,1,"S1",14,0
"4513",93,20,32,2.85,1,1.4739,1,2,"S1",14,0
"4514",94,20,32,2.55,1,1.7104,2,1,"S1",14,0
"4515",95,20,122,3.45,1,1.146,2,1,"S1",14,0
"4516",96,20,122,2.25,1,1.3518,1,2,"S1",14,0
"4517",97,20,32,1.15,1,1.2883,1,2,"S1",14,0
"4518",98,20,13,1.35,1,1.3944,1,2,"S1",14,0
"4519",99,20,122,1.9,1,1.7223,1,2,"S1",14,0
"4520",100,20,58,1.45,1,1.6366,2,1,"S1",14,0
"4521",101,20,13,1.25,1,3.2258,1,2,"S1",14,0
"4522",102,20,1,1.65,1,1.5128,2,1,"S1",14,0
"4523",103,20,13,2.25,1,1.3939,2,1,"S1",14,0
"4524",104,20,1,2.85,1,1.2407,1,2,"S1",14,0
"4525",105,20,24,1.35,1,1.4823,1,2,"S1",14,0
"4526",106,20,58,1.15,1,2.1676,2,1,"S1",14,0
"4527",107,20,122,1.55,1,1.3817,2,1,"S1",14,0
"4528",108,20,122,1.15,0,2.8161,1,1,"S1",14,0
"4529",109,20,122,3.85,1,2.4305,1,2,"S1",14,0
"4530",110,20,13,2.85,1,1.4782,1,2,"S1",14,0
"4531",111,20,75,3.45,1,2.2973,1,2,"S1",14,0
"4532",112,20,45,3.05,1,1.7103,2,1,"S1",14,0
"4533",113,20,7,1.55,1,1.595,1,2,"S1",14,0
"4534",114,20,32,1.45,1,1.4653,1,2,"S1",14,0
"4535",115,20,1,2.25,1,1.4608,2,1,"S1",14,0
"4536",116,20,122,1.05,0,1.359,2,2,"S1",14,0
"4537",117,20,3,1.55,1,1.1992,1,2,"S1",14,0
"4538",118,20,13,3.05,1,1.8732,1,2,"S1",14,0
"4539",119,20,32,1.55,1,1.933,1,2,"S1",14,0
"4540",120,20,1,2.55,1,1.272,2,1,"S1",14,0
"4541",121,20,122,2.05,0,4.2251,1,1,"S1",14,0
"4542",122,20,32,1.35,1,3.9072,1,2,"S1",14,0
"4543",123,20,122,1.65,0,2.4976,1,1,"S1",14,0
"4544",124,20,75,2.05,1,4.439,2,1,"S1",14,0
"4545",125,20,122,3.05,0,4.3282,2,2,"S1",14,0
"4546",126,20,1,2.05,1,1.1484,1,2,"S1",14,0
"4547",127,20,3,1.055,0,1.424,1,1,"S1",14,0
"4548",128,20,45,1.05,0,2.568,2,2,"S1",14,0
"4549",129,20,58,1.9,1,2.627,2,1,"S1",14,0
"4550",130,20,7,3.05,1,1.073,2,1,"S1",14,0
"4551",131,20,1,1.85,1,1.5091,2,1,"S1",14,0
"4552",132,20,122,1.35,0,2.0536,2,2,"S1",14,0
"4553",133,20,3,1.25,1,1.4513,2,1,"S1",14,0
"4554",134,20,45,1.9,1,2.3202,1,2,"S1",14,0
"4555",135,20,3,2.85,1,1.8709,2,1,"S1",14,0
"4556",136,20,7,2.25,1,1.3248,1,2,"S1",14,0
"4557",137,20,45,1.055,0,1.4526,1,1,"S1",14,0
"4558",138,20,3,1.9,1,2.4233,2,1,"S1",14,0
"4559",139,20,24,1.65,1,2.6037,1,2,"S1",14,0
"4560",140,20,24,3.85,1,3.8054,2,1,"S1",14,0
"4561",141,20,7,1.25,1,2.306,1,2,"S1",14,0
"4562",142,20,75,1.055,0,2.2108,2,2,"S1",14,0
"4563",143,20,3,2.25,1,1.5638,2,1,"S1",14,0
"4564",144,20,24,1.45,1,6.7229,2,1,"S1",14,0
"4565",145,20,32,3.85,1,3.631,1,2,"S1",14,0
"4566",146,20,58,1.85,1,2.4025,2,1,"S1",14,0
"4567",147,20,13,3.85,1,3.4569,1,2,"S1",14,0
"4568",148,20,45,2.55,1,1.7397,1,2,"S1",14,0
"4569",149,20,3,3.45,1,2.854,1,2,"S1",14,0
"4570",150,20,32,1.85,1,1.339,2,1,"S1",14,0
"4571",151,20,75,2.85,1,4.2201,1,2,"S1",14,0
"4572",152,20,1,1.25,1,2.0848,1,2,"S1",14,0
"4573",153,20,58,3.05,1,2.9059,1,2,"S1",14,0
"4574",154,20,58,1.55,1,2.989,1,2,"S1",14,0
"4575",155,20,45,2.85,1,2.2933,1,2,"S1",14,0
"4576",156,20,3,2.05,1,1.2549,2,1,"S1",14,0
"4577",157,20,3,1.45,1,1.4734,1,2,"S1",14,0
"4578",158,20,122,1.45,0,2.086,2,2,"S1",14,0
"4579",159,20,24,3.45,1,2.2182,1,2,"S1",14,0
"4580",160,20,122,2.85,0,1.8782,1,1,"S1",14,0
"4581",161,20,24,2.55,1,1.7128,1,2,"S1",14,0
"4582",162,20,75,2.25,1,1.7972,1,2,"S1",14,0
"4583",163,20,122,1.055,0,1.4209,1,1,"S1",14,0
"4584",164,20,3,1.65,1,1.391,1,2,"S1",14,0
"4585",165,20,45,2.25,1,1.5821,2,1,"S1",14,0
"4586",166,20,1,1.15,1,1.365,2,1,"S1",14,0
"4587",167,20,45,2.05,1,2.9319,1,2,"S1",14,0
"4588",168,20,13,1.05,0,2.1149,1,1,"S1",14,0
"4589",169,20,13,1.055,0,2.1035,2,2,"S1",14,0
"4590",170,20,58,2.25,1,1.3361,2,1,"S1",14,0
"4591",1,20,118,2.3,0,1.9865,1,1,"S2",14,1
"4592",2,20,23,2.07,1,3.5448,1,2,"S2",14,1
"4593",3,20,2,1.9,1,2.6406,1,2,"S2",14,1
"4594",4,20,4,1.83,1,2.5367,1,2,"S2",14,1
"4595",5,20,118,1.83,0,3.7435,2,2,"S2",14,1
"4596",6,20,23,1.02,0,2.77,2,2,"S2",14,1
"4597",7,20,50,1.2,0,2.6582,1,1,"S2",14,1
"4598",8,20,4,1.2,1,2.2571,1,2,"S2",14,1
"4599",9,20,29,3.5,1,2.4449,2,1,"S2",14,1
"4600",10,20,118,1.2,0,2.7809,2,2,"S2",14,1
"4601",11,20,50,1.02,0,2.9459,1,1,"S2",14,1
"4602",12,20,73,1.5,1,3.8306,2,1,"S2",14,1
"4603",13,20,6,1.5,1,2.4229,2,1,"S2",14,1
"4604",14,20,50,1.33,0,3.3872,2,2,"S2",14,1
"4605",15,20,2,1.47,1,2.0624,1,2,"S2",14,1
"4606",16,20,23,3.5,1,3.0957,2,1,"S2",14,1
"4607",17,20,4,3.8,1,1.5049,1,2,"S2",14,1
"4608",18,20,73,1.2,0,2.8615,1,1,"S2",14,1
"4609",19,20,62,2.3,1,2.9474,2,1,"S2",14,1
"4610",20,20,29,2.8,1,2.3384,2,1,"S2",14,1
"4611",21,20,118,1.085,0,1.7,1,1,"S2",14,1
"4612",22,20,2,1.5,1,1.9654,2,1,"S2",14,1
"4613",23,20,23,1.47,1,1.871,1,2,"S2",14,1
"4614",24,20,118,1.2,0,1.7111,1,1,"S2",14,1
"4615",25,20,14,1.025,0,2.2094,2,2,"S2",14,1
"4616",26,20,29,1.025,0,1.8309,2,2,"S2",14,1
"4617",27,20,6,1.33,1,3.1049,2,1,"S2",14,1
"4618",28,20,23,1.9,1,1.631,2,1,"S2",14,1
"4619",29,20,29,1.7,1,2.301,1,2,"S2",14,1
"4620",30,20,29,2.5,1,2.0904,2,1,"S2",14,1
"4621",31,20,14,1.5,1,1.9186,2,1,"S2",14,1
"4622",32,20,14,2.5,1,2.3721,2,1,"S2",14,1
"4623",33,20,4,1.47,1,1.6556,1,2,"S2",14,1
"4624",34,20,14,1.085,0,3.2283,1,1,"S2",14,1
"4625",35,20,50,1.83,1,1.9923,1,2,"S2",14,1
"4626",36,20,23,1.7,1,2.0998,1,2,"S2",14,1
"4627",37,20,2,1.2,1,2.0899,2,1,"S2",14,1
"4628",38,20,2,2.5,1,2.0229,1,2,"S2",14,1
"4629",39,20,62,2.5,1,3.427,2,1,"S2",14,1
"4630",40,20,62,1.2,0,2.9022,2,2,"S2",14,1
"4631",41,20,14,3.1,1,1.7377,1,2,"S2",14,1
"4632",42,20,23,1.08,0,2.3967,1,1,"S2",14,1
"4633",43,20,14,1.9,1,1.3071,1,2,"S2",14,1
"4634",44,20,6,2.07,1,2.1839,1,2,"S2",14,1
"4635",45,20,4,1.5,1,1.881,2,1,"S2",14,1
"4636",46,20,62,2.8,1,4.2584,1,2,"S2",14,1
"4637",47,20,14,3.5,1,1.3273,2,1,"S2",14,1
"4638",48,20,6,1.83,1,2.3145,1,2,"S2",14,1
"4639",49,20,62,1.2,0,2.4654,2,2,"S2",14,1
"4640",50,20,29,3.1,1,2.0028,1,2,"S2",14,1
"4641",51,20,50,2.8,1,3.1813,2,1,"S2",14,1
"4642",52,20,73,1.83,0,7.4697,1,1,"S2",14,1
"4643",53,20,62,1.9,1,4.2067,2,1,"S2",14,1
"4644",54,20,23,2.5,1,2.4223,1,2,"S2",14,1
"4645",55,20,62,3.8,1,3.7821,2,1,"S2",14,1
"4646",56,20,6,2.5,1,2.1334,1,2,"S2",14,1
"4647",57,20,118,1.5,0,4.3891,2,2,"S2",14,1
"4648",58,20,4,3.1,1,2.2598,1,2,"S2",14,1
"4649",59,20,2,3.8,1,1.4009,1,2,"S2",14,1
"4650",60,20,2,1.33,1,3.479,1,2,"S2",14,1
"4651",61,20,23,2.3,1,2.2102,1,2,"S2",14,1
"4652",62,20,73,3.8,1,3.2427,2,1,"S2",14,1
"4653",63,20,4,2.3,1,1.9392,1,2,"S2",14,1
"4654",64,20,50,2.5,1,2.1189,1,2,"S2",14,1
"4655",65,20,118,1.025,0,1.6748,1,1,"S2",14,1
"4656",66,20,4,2.07,1,1.3936,1,2,"S2",14,1
"4657",67,20,118,1.33,0,2.8699,1,1,"S2",14,1
"4658",68,20,14,1.33,0,6.5893,1,1,"S2",14,1
"4659",69,20,29,1.9,1,3.0324,2,1,"S2",14,1
"4660",70,20,14,1.2,0,3.4637,1,1,"S2",14,1
"4661",71,20,62,1.83,1,3.8663,1,2,"S2",14,1
"4662",72,20,73,3.5,1,3.353,1,2,"S2",14,1
"4663",73,20,6,3.5,1,0.9959,1,2,"S2",14,1
"4664",74,20,118,2.8,1,4.8798,1,2,"S2",14,1
"4665",75,20,118,2.5,1,4.0621,2,1,"S2",14,1
"4666",76,20,73,2.8,1,2.9821,1,2,"S2",14,1
"4667",77,20,50,1.08,0,2.3446,1,1,"S2",14,1
"4668",78,20,23,1.83,1,4.2995,1,2,"S2",14,1
"4669",79,20,14,2.8,1,2.0752,1,2,"S2",14,1
"4670",80,20,29,2.07,1,2.2617,1,2,"S2",14,1
"4671",81,20,6,1.9,1,3.0275,1,2,"S2",14,1
"4672",82,20,62,2.07,1,1.7519,1,2,"S2",14,1
"4673",83,20,6,3.8,1,3.6386,1,2,"S2",14,1
"4674",84,20,6,1.2,0,2.6334,2,2,"S2",14,1
"4675",85,20,23,2.8,1,2.7295,2,1,"S2",14,1
"4676",86,20,4,2.5,1,1.7086,2,1,"S2",14,1
"4677",87,20,62,1.47,1,5.9065,2,1,"S2",14,1
"4678",88,20,73,2.5,1,2.8539,1,2,"S2",14,1
"4679",89,20,118,1.7,0,4.8825,2,2,"S2",14,1
"4680",90,20,4,1.085,0,3.4517,2,2,"S2",14,1
"4681",91,20,62,3.5,1,2.5743,1,2,"S2",14,1
"4682",92,20,50,1.7,1,2.2766,2,1,"S2",14,1
"4683",93,20,6,1.7,1,1.0754,1,2,"S2",14,1
"4684",94,20,6,2.8,1,1.9838,2,1,"S2",14,1
"4685",95,20,50,1.9,1,3.7164,2,1,"S2",14,1
"4686",96,20,73,3.1,1,1.79,1,2,"S2",14,1
"4687",97,20,73,2.07,1,2.5426,2,1,"S2",14,1
"4688",98,20,4,1.2,1,2.004,2,1,"S2",14,1
"4689",99,20,62,1.5,1,4.4507,2,1,"S2",14,1
"4690",100,20,23,3.8,1,1.8592,2,1,"S2",14,1
"4691",101,20,50,1.5,1,1.6227,2,1,"S2",14,1
"4692",102,20,4,1.025,0,2.0349,1,1,"S2",14,1
"4693",103,20,6,1.02,0,2.3123,2,2,"S2",14,1
"4694",104,20,23,3.1,1,2.0072,1,2,"S2",14,1
"4695",105,20,2,2.8,1,1.2539,1,2,"S2",14,1
"4696",106,20,73,1.08,0,2.3652,1,1,"S2",14,1
"4697",107,20,23,1.2,0,2.2146,2,2,"S2",14,1
"4698",108,20,73,1.7,1,2.5843,2,1,"S2",14,1
"4699",109,20,118,3.1,1,8.0502,2,1,"S2",14,1
"4700",110,20,29,1.33,0,2.1809,1,1,"S2",14,1
"4701",111,20,29,1.085,0,1.3803,1,1,"S2",14,1
"4702",112,20,2,3.5,1,1.3308,1,2,"S2",14,1
"4703",113,20,62,1.33,0,2.0944,2,2,"S2",14,1
"4704",114,20,23,1.2,0,4.0973,2,2,"S2",14,1
"4705",115,20,2,3.1,1,1.0229,1,2,"S2",14,1
"4706",116,20,73,1.02,0,1.4923,1,1,"S2",14,1
"4707",117,20,14,1.47,1,3.4995,1,2,"S2",14,1
"4708",118,20,2,1.83,1,2.5394,2,1,"S2",14,1
"4709",119,20,118,1.9,1,6.4013,2,1,"S2",14,1
"4710",120,20,73,1.33,0,4.4433,1,1,"S2",14,1
"4711",121,20,50,3.5,1,2.437,1,2,"S2",14,1
"4712",122,20,4,1.33,0,1.1415,1,1,"S2",14,1
"4713",123,20,50,1.47,1,4.1743,2,1,"S2",14,1
"4714",124,20,50,2.07,1,3.7348,2,1,"S2",14,1
"4715",125,20,14,2.3,1,3.0159,2,1,"S2",14,1
"4716",126,20,2,1.02,0,1.5576,2,2,"S2",14,1
"4717",127,20,118,1.47,0,4.3152,2,2,"S2",14,1
"4718",128,20,2,1.08,0,2.5152,2,2,"S2",14,1
"4719",129,20,50,1.2,0,2.0587,2,2,"S2",14,1
"4720",130,20,14,1.83,1,2.0205,2,1,"S2",14,1
"4721",131,20,73,1.9,1,2.309,2,1,"S2",14,1
"4722",132,20,118,3.8,1,2.5701,1,2,"S2",14,1
"4723",133,20,29,1.2,0,3.3709,2,2,"S2",14,1
"4724",134,20,50,3.8,1,3.3428,2,1,"S2",14,1
"4725",135,20,50,3.1,1,0.9525,2,1,"S2",14,1
"4726",136,20,62,1.7,1,4.7477,2,1,"S2",14,1
"4727",137,20,4,3.5,1,1.1974,1,2,"S2",14,1
"4728",138,20,6,1.2,0,2.2795,2,2,"S2",14,1
"4729",139,20,62,1.085,0,1.0905,1,1,"S2",14,1
"4730",140,20,29,1.47,1,1.7432,1,2,"S2",14,1
"4731",141,20,6,3.1,1,1.8669,2,1,"S2",14,1
"4732",142,20,29,1.5,1,1.7263,2,1,"S2",14,1
"4733",143,20,6,2.3,1,1.6361,1,2,"S2",14,1
"4734",144,20,73,1.47,1,1.7149,2,1,"S2",14,1
"4735",145,20,118,2.07,1,5.3912,2,1,"S2",14,1
